고객ID,주간통화횟수,주간통화시간_분,야간통화횟수,야간통화시간_분,주말통화횟수,주말통화시간_분,국제통화시간_분,국내통화요금_분,월
"K230080",8,37.287705,21,45.061243,3,7.800000,14.643269,0,"6월"
"K230150",6,9.789496,10,14.947403,5,19.035132,6.912259,0,"6월"
"K230160",1,22.871568,4,10.130613,15,25.109004,13.952218,0,"6월"
"K230220",5,24.502908,28,65.218818,0,0.000000,2.276737,0,"6월"
"K230430",3,43.469698,28,47.569553,1,9.000000,11.755111,0,"6월"
"K230480",5,19.605104,10,19.531401,1,6.043679,1.976583,0,"6월"
"K230860",1,20.275893,5,20.705988,0,0.000000,11.347201,0,"6월"
"K230980",3,11.960361,3,11.553546,5,17.004867,4.075793,0,"6월"
"K231090",3,13.201848,15,26.943772,0,0.000000,8.969688,0,"6월"
"K231380",6,17.596194,8,18.110369,1,11.400000,0.529478,0,"6월"
"K231390",3,14.283584,4,10.738378,4,12.331152,9.287311,0,"6월"
"K231520",4,24.734198,8,36.149981,8,13.464770,23.206075,0,"6월"
"K231590",3,56.400000,26,47.697878,4,5.833553,2.377274,0,"6월"
"K231770",5,13.978260,4,9.775935,5,9.510525,5.792703,0,"6월"
"K231790",6,15.507122,35,61.021534,0,0.000000,8.713084,0,"6월"
"K231800",8,32.425029,3,21.486465,4,11.719890,16.956800,0,"6월"
"K231840",4,38.408197,40,61.467393,3,7.995758,0.594252,0,"6월"
"K231900",5,16.506171,8,45.667073,5,7.169347,3.764143,0,"6월"
"K231930",3,43.800000,18,33.888832,2,12.438964,10.568021,0,"6월"
"K232050",4,34.855644,19,31.370080,5,16.665950,12.613994,0,"6월"
"K232130",4,14.845288,20,45.210649,6,12.561397,4.237367,0,"6월"
"K232320",2,12.189287,6,19.362629,2,8.000000,0.688749,0,"6월"
"K232370",3,23.803476,22,34.184919,1,5.299314,6.301750,0,"6월"
"K232630",3,165.000000,4,131.100000,15,23.875522,4.787754,0,"6월"
"K232770",1,208.200000,21,32.788059,1,14.895200,6.039542,0,"6월"
"K232990",97,153.520187,1,204.300000,3,10.800000,33.273684,8,"6월"
"K233360",75,119.579928,21,40.514760,7,8.839584,23.587590,5,"6월"
"K233460",52,79.923175,4,7.027466,3,45.600000,7.803159,2,"6월"
"K233490",48,79.474886,4,5.513024,2,12.736360,26.728678,0,"6월"
"K233650",37,95.712403,4,16.171339,1,2.649542,11.609747,0,"6월"
"K233750",23,55.948183,13,20.062867,3,5.379633,17.978357,2,"6월"
"K233810",15,37.455106,2,7.550308,2,1.255478,4.278345,1,"6월"
"K233950",58,114.004153,3,8.111622,4,23.838235,25.406073,4,"6월"
"K234030",9,48.108600,3,269.400000,0,0.000000,6.431649,0,"6월"
"K234220",6,40.952653,16,32.457830,4,5.768872,11.693423,1,"6월"
"K234250",32,106.427059,19,31.645925,8,11.791634,1.646649,5,"6월"
"K234350",8,53.388298,7,20.084473,0,3.448526,11.137613,1,"6월"
"K234410",16,128.180780,9,15.900495,5,6.964380,26.515987,5,"6월"
"K234430",36,102.925310,9,17.809907,3,6.734094,12.446026,2,"6월"
"K234500",49,166.797302,25,35.782529,9,30.241403,25.562659,5,"6월"
"K234620",23,102.910078,8,13.728123,0,0.000000,11.012221,2,"6월"
"K234680",23,64.951706,14,24.875122,2,4.540697,4.289090,0,"6월"
"K234730",42,129.644546,23,63.554173,2,4.475646,17.921181,5,"6월"
"K235010",7,108.760043,3,16.248136,3,9.026742,37.981579,0,"6월"
"K235020",5,84.028832,9,26.695998,11,16.632030,3.983832,0,"6월"
"K235200",16,81.212352,14,24.402750,4,10.249155,18.899979,2,"6월"
"K235240",14,78.400071,5,64.253376,3,36.500000,6.201733,5,"6월"
"K235330",3,134.097719,28,73.692730,0,0.000000,18.329181,8,"6월"
"K235480",76,123.519772,1,18.481850,6,10.500245,14.091541,0,"6월"
"K235540",156,321.520071,15,22.407206,1,78.500000,33.367843,11,"6월"
"K235560",67,104.257260,8,12.640095,1,1.254600,3.645918,0,"6월"
"K235700",126,202.534483,32,93.775532,3,25.000000,6.684420,3,"6월"
"K235710",79,166.571447,5,47.257386,5,6.416599,5.325695,4,"6월"
"K235780",101,154.190513,2,6.906344,10,24.658204,11.391053,0,"6월"
"K235990",84,137.349030,2,46.426991,5,11.108669,14.934221,6,"6월"
"K236000",202,303.482266,9,22.163846,4,4.296538,15.497950,11,"6월"
"K236150",159,250.099279,19,99.978132,3,10.336498,13.045384,15,"6월"
"K236180",69,164.301510,4,50.983637,0,0.000000,9.816528,0,"6월"
"K236310",52,143.704774,37,79.910032,0,0.000000,27.250271,0,"6월"
"K236460",35,66.424753,6,43.973549,2,6.932461,2.865503,2,"6월"
"K236510",78,209.126522,5,11.245166,3,3.450010,4.771998,0,"6월"
"K236520",36,95.112570,4,34.739958,3,4.627098,1.814841,0,"6월"
"K236560",107,295.665524,18,90.773439,4,3.759488,20.764698,12,"6월"
"K237090",38,154.184672,2,64.500000,0,3.744211,1.640236,0,"6월"
"K237200",44,127.366031,8,118.161312,0,2.500047,24.324654,0,"6월"
"K237250",28,224.506391,14,49.563682,0,0.000000,9.624396,0,"6월"
"K237280",11,196.836113,9,27.396516,7,18.613344,16.660300,0,"6월"
"K237300",80,227.376043,27,53.876251,12,23.171354,18.122437,6,"6월"
"K237410",13,125.657865,4,10.464622,3,2.801552,20.179494,0,"6월"
"K237550",10,129.026164,4,29.371810,5,9.324384,11.702431,4,"6월"
"K237750",12,153.502258,40,84.104900,10,16.932214,3.286399,0,"6월"
"K237800",6,121.479768,2,50.723131,4,10.123314,12.624061,0,"6월"
"K237830",6,181.313630,28,75.202268,9,11.683342,3.041398,0,"6월"
"K237840",40,147.483978,5,67.706380,4,7.569410,26.517434,0,"6월"
"K237890",82,306.685570,1,0.000000,7,11.978842,10.311818,4,"6월"
"K237930",30,136.119298,32,114.404462,4,11.799386,17.874992,1,"6월"
"K237980",28,300.001033,4,68.664758,2,0.000000,8.967924,11,"6월"
"K238020",33,184.157654,36,118.850645,4,27.312662,20.685409,4,"6월"
"K238110",6,191.472779,4,4.354128,4,3.701009,9.878541,0,"6월"
"K238160",2,143.885893,8,68.176634,5,7.404953,18.462475,0,"6월"
"K238330",36,73.821540,1,7.382154,1,2.271432,17.639295,3,"6월"
"K238450",34,57.241782,10,23.001264,0,0.000000,15.486460,1,"6월"
"K238580",16,34.833667,1,8.708417,3,27.000000,4.439420,0,"6월"
"K238590",55,99.807775,7,11.355838,2,3.090024,14.055321,5,"6월"
"K238600",20,48.324440,2,93.900000,0,0.000000,7.782313,0,"6월"
"K238930",3,19.263829,0,0.000000,3,2.149270,4.514399,0,"6월"
"K239160",15,39.609595,11,69.972580,1,72.000000,4.071606,0,"6월"
"K239180",8,14.709427,10,69.728342,8,11.597818,12.816166,0,"6월"
"K239270",4,6.609540,14,41.876157,2,5.759742,2.504839,0,"6월"
"K239530",9,17.290584,7,15.241330,3,39.000000,9.035999,0,"6월"
"K239670",14,20.583473,23,64.069110,0,0.000000,19.010127,0,"6월"
"K239900",4,9.427110,2,19.335195,3,10.000000,3.898833,0,"6월"
"K239970",9,14.324090,3,18.705932,0,0.000000,7.484922,0,"6월"
"K239980",19,34.432360,14,104.995536,16,21.771133,44.206621,0,"6월"
"K240040",28,53.917965,42,69.014995,4,8.034834,0.150365,0,"6월"
"K240070",13,20.199011,12,52.574732,4,20.772033,23.707247,0,"6월"
"K240100",5,7.894704,14,24.276215,5,4.835506,3.557381,0,"6월"
"K240140",11,28.123488,63,125.149522,6,15.526509,44.103054,0,"6월"
"K240280",8,13.944024,16,32.245556,8,13.944024,11.928134,0,"6월"
"K240400",18,34.428475,21,42.580306,4,5.203296,23.736978,0,"6월"
"K240480",9,17.771335,9,62.308035,1,9.000000,3.260614,0,"6월"
"K240500",20,62.693904,14,50.507184,6,20.446608,35.882491,0,"6월"
"K240720",8,26.560567,37,71.986584,14,24.616102,11.492218,0,"6월"
"K240760",4,25.383509,7,11.155810,13,31.527288,13.411928,0,"6월"
"K240850",8,25.236744,13,88.274909,2,4.200000,24.569854,0,"6월"
"K240900",16,49.034916,38,55.926310,1,2.518009,16.758259,0,"6월"
"K240940",8,30.908423,4,30.448818,3,12.179527,16.104276,0,"6월"
"K241010",6,36.328259,26,45.615568,7,9.030754,0.384810,0,"6월"
"K241030",4,19.990542,26,104.719685,10,15.069793,13.113095,0,"6월"
"K241160",2,7.164735,2,181.500000,4,4.214550,9.398903,0,"6월"
"K241190",2,16.784712,6,24.044766,6,20.514648,8.498503,0,"6월"
"K241310",2,7.796210,7,26.299872,5,6.003411,4.128117,0,"6월"
"K241360",33,98.695132,66,101.722027,4,10.089651,48.896530,3,"6월"
"K241530",9,24.549841,34,85.024712,5,6.555193,1.633869,0,"6월"
"K241540",3,13.890597,33,60.566454,2,1.437950,15.437512,0,"6월"
"K241670",1,16.715043,13,26.162676,4,11.627856,2.228662,0,"6월"
"K242040",30,80.041489,30,120.457989,3,15.533392,0.535220,0,"6월"
"K242090",20,35.265712,21,63.746430,4,6.365163,12.440163,0,"6월"
"K242130",13,19.718595,31,123.064257,3,5.966139,12.177788,0,"6월"
"K242150",46,94.481741,56,120.019018,6,14.963731,1.509058,0,"6월"
"K242160",26,57.302010,16,82.925739,4,11.027934,2.292585,0,"6월"
"K242220",36,53.459424,44,132.677928,0,0.000000,11.226899,0,"6월"
"K242310",74,118.421923,66,111.074578,8,20.745446,9.551610,0,"6월"
"K242390",17,58.056029,29,115.633838,2,8.129757,6.698256,0,"6월"
"K242630",6,98.151144,36,139.168449,5,12.462485,15.830559,0,"6월"
"K242650",7,68.144664,7,90.579615,9,21.835086,13.398214,0,"6월"
"K242980",3,382.200000,69,104.877240,0,8.163418,17.204690,0,"6월"
"K243050",14,11.012027,3,5.385664,2,3.246084,4.225476,0,"6월"
"K243060",8,11.556770,2,3.726248,2,19.800000,0.218474,0,"6월"
"K243140",10,20.572675,0,0.000000,1,5.400000,1.185448,0,"6월"
"K243220",7,15.891896,5,5.821363,0,0.000000,5.927067,0,"6월"
"K243340",4,7.635355,0,0.000000,0,0.000000,0.810342,0,"6월"
"K243360",6,10.202285,2,3.675823,2,29.400000,1.241933,0,"6월"
"K243440",3,13.506385,3,9.998233,3,6.000000,0.138245,0,"6월"
"K243610",1,7.115874,2,4.259502,2,2.422070,2.515374,0,"6월"
"K243840",8,16.795654,7,15.585157,2,5.144615,10.129838,0,"6월"
"K243880",7,7.349391,4,7.414430,2,2.536515,5.439571,0,"6월"
"K243900",6,7.797984,4,8.772732,0,0.000000,1.584639,0,"6월"
"K243990",6,9.500166,5,13.945757,3,33.600000,5.391921,0,"6월"
"K244120",5,4.859236,4,4.032665,6,4.308188,2.307431,0,"6월"
"K244160",2,3.008185,12,8.179792,3,13.247448,0.334682,0,"6월"
"K244320",0,0.000000,0,0.000000,0,0.000000,0.000000,0,"6월"
"K244350",3,6.625626,4,6.897912,3,4.084290,5.461597,0,"6월"
"K244360",4,11.318277,4,9.891190,1,3.608726,7.165222,0,"6월"
"K244370",3,7.736458,2,4.097700,1,63.000000,4.430832,0,"6월"
"K244400",4,8.380668,0,0.000000,3,21.500000,4.707483,0,"6월"
"K244410",4,6.240459,4,8.310314,3,3.583630,2.984049,0,"6월"
"K244480",4,6.421838,1,3.431276,3,3.252892,2.637728,0,"6월"
"K244530",5,6.302828,4,8.951357,4,2.816157,1.919431,0,"6월"
"K244700",3,52.800000,7,9.831882,2,9.600000,2.578623,0,"6월"
"K244880",9,81.244800,2,157.800000,3,6.216000,28.893979,1,"6월"
"K244890",7,46.796178,2,23.823509,2,112.800000,8.781475,1,"6월"
"K244910",9,79.403685,1,45.763193,0,0.000000,5.348595,0,"6월"
"K244930",12,117.922918,4,34.345343,3,13.831913,11.301523,5,"6월"
"K244950",16,180.375742,3,22.018064,2,17.400000,40.508644,6,"6월"
"K244980",11,105.339388,1,8.233893,2,5.171701,38.243480,0,"6월"
"K245000",10,102.859517,0,0.000000,2,0.000000,14.366462,1,"6월"
"K245040",9,93.786420,3,57.199410,3,11.336820,12.958814,6,"6월"
"K245060",11,138.289683,2,13.508606,1,55.500000,27.173993,7,"6월"
"K245200",6,97.618072,3,154.500000,7,13.424309,11.720864,0,"6월"
"K245290",5,99.841379,3,6.825265,1,2.552182,5.871558,3,"6월"
"K245420",5,107.244588,1,53.878860,3,8.808766,23.376091,7,"6월"
"K245500",3,72.165060,2,0.000000,3,5.321262,1.669700,0,"6월"
"K245550",8,172.647531,1,11.875227,3,3.784413,18.803420,8,"6월"
"K245570",6,125.684190,9,21.190233,1,14.268495,6.058240,5,"6월"
"K245640",4,96.628356,7,10.433491,5,9.722117,33.930576,0,"6월"
"K245670",2,90.716653,1,259.800000,4,5.913568,12.413735,2,"6월"
"K245740",2,0.000000,6,26.670797,2,6.961862,2.328105,1,"6월"
"K245810",1,43.934616,3,221.700000,0,0.000000,5.906098,0,"6월"
"K245820",3,402.600000,4,7.088521,8,24.131136,16.991553,0,"6월"
"K245840",2,69.612395,4,59.605064,0,0.000000,8.569391,4,"6월"
"K245910",1,58.303596,9,27.528914,1,17.310758,4.445923,0,"6월"
"K245940",2,139.081277,10,21.518549,5,12.130147,35.132603,0,"6월"
"K245990",1,541.200000,5,40.410968,3,3.010128,18.051359,3,"6월"
"K246050",1,566.400000,14,21.449010,2,0.000000,24.709863,2,"6월"
"K246390",5,165.960096,14,36.107534,3,6.167436,17.651778,0,"6월"
"K246420",5,155.646886,9,69.565298,5,6.125246,32.160894,1,"6월"
"K246540",16,341.029769,13,75.304555,3,5.400000,24.108298,13,"6월"
"K246620",11,156.919651,1,61.732819,1,5.467852,14.152268,3,"6월"
"K246730",20,298.015977,14,26.688742,2,11.000000,18.021297,12,"6월"
"K246820",10,175.979251,6,67.247105,2,40.800000,17.478278,8,"6월"
"K246860",9,166.041090,3,30.756915,3,5.735124,17.311214,1,"6월"
"K246950",8,187.211856,0,29.974932,4,7.011680,17.273142,1,"6월"
"K246990",11,248.413057,22,126.843156,3,16.532366,32.832545,8,"6월"
"K247080",4,96.598543,7,78.941849,4,11.548710,13.999566,0,"6월"
"K247090",7,184.787095,8,119.668396,10,22.331282,38.489472,0,"6월"
"K247170",5,260.784788,7,15.785041,2,0.000000,0.909111,1,"6월"
"K247420",1,693.600000,16,51.093386,2,30.600000,13.737017,0,"6월"
"K247470",3,234.833743,7,24.574166,12,18.179868,27.041999,2,"6월"
"K247590",0,166.725234,13,81.397719,6,6.125145,21.078531,8,"6월"
"K247610",2,218.802898,8,27.017835,3,6.318017,12.112540,8,"6월"
"K247680",3,37.235549,2,75.600000,3,115.200000,11.067337,2,"6월"
"K247760",4,82.974440,8,23.121625,3,6.500000,19.634349,4,"6월"
"K247970",0,0.000000,6,79.740742,9,34.300948,23.276502,0,"6월"
"K248020",0,0.000000,7,101.318291,1,2.400000,4.290187,0,"6월"
"K248350",6,32.555859,11,102.618468,0,0.000000,32.610238,0,"6월"
"K248560",7,41.515286,3,100.452166,0,2.347591,17.852265,2,"6월"
"K248700",9,22.651172,7,98.649031,1,34.500000,26.451287,1,"6월"
"K248710",4,31.200272,4,39.037661,2,7.464180,16.995342,0,"6월"
"K248790",2,232.200000,3,28.938845,0,0.727629,1.534098,0,"6월"
"K248830",1,148.200000,3,7.422293,4,16.176792,3.118166,0,"6월"
"K248860",2,123.000000,8,66.985302,4,2.506075,4.929633,0,"6월"
"K249120",5,27.246755,8,142.250189,5,9.335817,5.136578,0,"6월"
"K249270",3,80.607690,16,102.545932,1,5.024025,24.705272,0,"6월"
"K249400",6,54.324833,5,41.257200,1,17.400000,0.978022,0,"6월"
"K249710",8,113.683920,0,0.000000,1,0.000000,14.898714,2,"6월"
"K249920",3,59.304010,3,26.057822,6,10.333274,31.461807,0,"6월"
"K249960",4,66.345264,5,47.941013,3,5.400000,12.726366,4,"6월"
"K249980",4,54.091943,4,37.445106,3,6.823148,9.531516,1,"6월"
"K250150",1,96.692112,10,22.524867,3,21.000000,9.224688,1,"6월"
"K250190",2,75.221388,7,55.880930,2,7.007413,25.024006,0,"6월"
"K250400",2,647.400000,11,27.274595,3,8.561532,29.382212,5,"6월"
"K250560",22,231.837840,0,0.000000,2,13.250640,24.676688,6,"6월"
"K250580",10,98.706701,2,464.400000,4,7.203226,10.901755,0,"6월"
"K250610",18,205.439679,0,6.513732,2,23.000000,0.036851,4,"6월"
"K250630",14,156.662729,3,30.987046,1,12.200474,16.846412,0,"6월"
"K250640",24,291.523050,4,46.125425,4,4.405237,35.313259,7,"6월"
"K250730",18,218.816014,3,5.063071,0,0.000000,17.080729,7,"6월"
"K250990",14,243.497648,5,26.047759,1,5.867413,22.200793,9,"6월"
"K251070",11,192.029376,3,17.300976,4,8.020320,32.072673,0,"6월"
"K251170",11,214.753410,4,25.918515,5,12.292781,20.108482,0,"6월"
"K251260",5,138.923982,2,30.000000,3,35.400000,4.721242,3,"6월"
"K251580",3,324.480406,8,29.452644,1,3.509251,0.172792,10,"6월"
"K251700",0,74.328288,1,32.486928,1,2.310432,6.658939,0,"6월"
"K251790",2,902.400000,1,23.174064,6,12.458039,14.123183,0,"6월"
"K251840",9,337.794682,9,11.335392,2,100.800000,13.198101,8,"6월"
"K251910",1,31.495666,3,2.758228,3,13.200000,4.519537,1,"6월"
"K251980",3,73.249154,4,41.487592,5,6.332050,7.652307,4,"6월"
"K252110",3,34.095719,2,7.965382,0,0.000000,11.113199,0,"6월"
"K252150",3,198.600000,3,16.294450,1,4.500000,7.710717,0,"6월"
"K252200",2,166.200000,4,7.901319,3,22.500000,15.985568,0,"6월"
"K252230",2,346.200000,0,2.909587,2,7.273968,9.011683,2,"6월"
"K252270",0,0.000000,6,98.527622,1,27.000000,30.287966,0,"6월"
"K252290",3,6.615374,0,0.000000,1,0.000000,3.014355,0,"6월"
"K252410",1,0.000000,6,70.539788,0,0.000000,12.103882,0,"6월"
"K252470",4,16.533380,3,411.300000,4,4.193248,3.313502,0,"6월"
"K252540",1,43.200000,4,105.489863,4,5.277006,4.048981,1,"6월"
"K252560",3,21.675449,1,59.448106,1,15.600000,0.701206,0,"6월"
"K252860",6,51.892425,7,64.761746,3,8.302788,14.518796,0,"6월"
"K252950",6,13.405656,2,337.800000,4,13.721083,1.947286,0,"6월"
"K253010",4,6.300309,0,28.871599,1,3.600000,9.838176,0,"6월"
"K253070",3,45.383055,11,65.159550,2,55.200000,25.221677,0,"6월"
"K253190",6,39.874850,1,132.053076,8,22.526701,17.359024,0,"6월"
"K253210",4,26.847145,6,72.876616,2,4.055460,4.945753,0,"6월"
"K253390",1,35.143006,3,128.222026,5,7.794422,3.709543,0,"6월"
"K253580",82,125.390929,4,23.075073,7,14.565117,6.544629,8,"6월"
"K253610",94,161.168893,7,33.955824,3,4.244478,15.460589,10,"6월"
"K253880",75,111.221393,4,4.375094,2,2.169468,24.492781,6,"6월"
"K253940",68,140.255986,13,19.992175,1,6.000000,33.592331,7,"6월"
"K253960",79,170.439477,6,19.839202,3,9.600000,11.732412,10,"6월"
"K254060",53,113.211544,4,27.811051,0,0.000000,7.679668,7,"6월"
"K254280",129,206.501994,2,6.900000,1,10.603440,23.885594,12,"6월"
"K254320",127,204.564494,1,13.814187,7,12.764404,63.660179,12,"6월"
"K254360",62,139.931137,7,14.681476,7,16.348603,15.983181,8,"6월"
"K254400",46,101.640630,9,40.703091,7,12.552852,12.495441,7,"6월"
"K254420",69,159.429564,6,47.224092,3,4.632336,11.924662,10,"6월"
"K254540",35,82.148882,3,5.358883,5,9.344487,1.366549,4,"6월"
"K254560",134,206.669879,8,29.106265,1,45.000000,1.840738,12,"6월"
"K254590",84,130.765181,5,12.292508,5,8.808017,6.374772,7,"6월"
"K254630",47,107.229243,14,21.912063,2,6.640019,25.562087,6,"6월"
"K254920",47,127.790613,3,4.391430,2,42.000000,22.460152,7,"6월"
"K254970",76,125.145940,8,20.807758,4,16.300242,21.653154,7,"6월"
"K255030",89,225.280114,29,54.889266,4,8.844716,26.632834,14,"6월"
"K255140",37,97.140362,4,8.641992,3,8.569064,33.502519,5,"6월"
"K255220",101,167.208307,3,4.600500,2,6.588371,33.356739,9,"6월"
"K255310",45,117.390780,11,28.956392,3,30.000000,45.525141,7,"6월"
"K255360",40,103.292890,4,7.157524,0,0.000000,34.668657,5,"6월"
"K255390",36,67.759085,2,67.500000,1,20.000000,10.572307,3,"6월"
"K255420",69,183.997634,8,17.776523,13,25.921145,43.390871,11,"6월"
"K255550",35,95.363785,7,23.475412,3,91.800000,30.385026,6,"6월"
"K255560",82,225.536561,3,21.000000,7,13.802170,5.275143,13,"6월"
"K255610",139,207.369414,11,15.703286,4,5.449542,50.073131,11,"6월"
"K255640",106,205.551346,12,24.748130,4,30.869482,19.653309,13,"6월"
"K255670",56,108.777960,10,21.123162,3,5.143764,27.045987,6,"6월"
"K255710",81,158.666227,2,146.400000,8,17.544823,34.824670,10,"6월"
"K255730",105,207.051294,4,8.546077,4,12.367493,1.678273,12,"6월"
"K255740",130,219.252464,3,18.885811,4,7.200000,69.208134,13,"6월"
"K255790",124,211.274847,5,43.560142,1,50.400000,86.732942,13,"6월"
"K255830",76,151.817491,10,18.862866,7,11.203399,40.427186,9,"6월"
"K255870",110,219.579268,4,9.820308,1,13.200000,12.080391,13,"6월"
"K255900",49,188.110364,24,54.141331,4,6.921477,28.848637,11,"6월"
"K255990",22,133.990872,0,10.126101,2,63.600000,9.236275,7,"6월"
"K256050",34,109.402075,8,15.840843,1,6.737371,12.197956,6,"6월"
"K256150",12,72.551376,8,12.341808,2,9.112176,0.827449,4,"6월"
"K256200",30,190.384438,18,88.264483,3,15.000000,72.433868,13,"6월"
"K256210",14,43.977775,2,2.380854,3,7.567715,9.784997,2,"6월"
"K256230",49,198.196272,10,11.784643,3,25.200000,67.536598,11,"6월"
"K256270",20,134.040060,6,64.643865,3,9.000000,7.738247,9,"6월"
"K256530",17,122.425182,12,51.379677,2,4.592295,32.327250,8,"6월"
"K256640",63,196.727616,5,21.826714,0,0.000000,31.563712,10,"6월"
"K256710",16,140.106907,14,22.784861,3,3.497676,34.769640,8,"6월"
"K256870",49,163.700165,1,22.497467,1,11.000000,43.064000,10,"6월"
"K256970",18,168.049602,16,47.310350,2,25.500000,54.627327,10,"6월"
"K257200",51,151.879606,5,13.734363,2,20.000000,53.918358,8,"6월"
"K257250",15,159.774559,9,12.701743,1,44.000000,48.975976,9,"6월"
"K257320",48,150.404667,18,29.035650,0,4.994132,48.856751,8,"6월"
"K257390",14,187.655370,20,34.139355,8,16.588320,66.362400,11,"6월"
"K257400",15,194.212504,6,12.803739,0,0.000000,22.953655,11,"6월"
"K257430",60,211.955184,10,19.942020,11,26.697888,7.310380,12,"6월"
"K257600",10,127.274778,7,16.154793,1,35.400000,31.716155,8,"6월"
"K257760",41,147.418276,7,14.147310,1,9.468239,26.252625,8,"6월"
"K257770",11,195.095815,3,0.000000,3,22.500000,26.702026,10,"6월"
"K258140",22,117.419395,16,27.633718,4,10.804879,35.199686,7,"6월"
"K258590",39,73.375109,9,30.423826,1,3.000000,10.911449,4,"6월"
"K258600",21,55.691969,6,29.549754,3,3.407539,26.725857,3,"6월"
"K258820",28,43.764060,2,4.356300,3,3.295150,13.667108,2,"6월"
"K258830",32,57.151584,4,7.194976,12,20.581374,26.422496,3,"6월"
"K258910",41,104.341692,5,6.903811,5,12.709289,24.481629,6,"6월"
"K259090",28,72.898664,3,20.037591,5,13.040337,1.530511,5,"6월"
"K259230",19,82.408817,12,18.668664,1,8.534246,5.591312,5,"6월"
"K259480",7,42.156413,7,12.002353,3,5.852999,16.865363,2,"6월"
"K259500",19,93.520733,14,27.886742,1,2.619197,8.096576,5,"6월"
"K259590",6,86.248747,3,21.000000,1,5.400000,10.742973,5,"6월"
"K259610",8,98.446906,3,27.600000,1,11.000000,26.096920,5,"6월"
"K259640",32,86.961659,3,4.454746,4,7.110862,11.896430,4,"6월"
"K259690",4,79.120788,10,13.427433,3,106.200000,0.142732,5,"6월"
"K259730",8,93.418458,4,14.761543,5,9.983652,4.146096,6,"6월"
"K259880",36,80.578949,19,76.624991,6,12.270906,18.155226,4,"6월"
"K259890",34,76.806132,51,108.912339,2,29.000000,12.688395,4,"6월"
"K260020",18,43.372917,6,41.301958,8,10.485045,15.106721,2,"6월"
"K260100",33,58.343923,23,59.063626,1,10.800000,37.587955,3,"6월"
"K260150",37,53.420438,19,63.189017,1,6.600000,14.100808,3,"6월"
"K260220",10,57.918683,32,66.656898,7,14.787749,18.831339,3,"6월"
"K260320",4,28.797300,23,37.299360,1,13.800000,5.458183,1,"6월"
"K260330",7,37.328764,27,46.391238,3,39.000000,17.929363,2,"6월"
"K260350",20,61.726408,20,48.862328,12,17.787370,7.136751,3,"6월"
"K260460",28,87.324293,12,109.865320,14,22.333957,8.945081,5,"6월"
"K260510",23,67.248031,49,82.102264,3,0.000000,19.451132,3,"6월"
"K260620",1,312.600000,13,44.854957,9,15.164639,7.789393,2,"6월"
"K260760",11,24.697031,14,32.127997,3,4.444009,16.828725,0,"6월"
"K260800",14,29.609765,40,67.600806,2,30.600000,30.755785,0,"6월"
"K260870",20,45.375876,14,30.229808,7,26.303049,24.251243,0,"6월"
"K260970",30,57.072625,21,45.853863,6,17.468138,38.392831,0,"6월"
"K261010",6,12.579553,27,46.207571,4,8.832101,22.038539,0,"6월"
"K261130",16,27.429463,20,77.621966,2,4.837146,33.650312,0,"6월"
"K261220",19,40.998461,9,46.870364,1,2.271867,22.559244,0,"6월"
"K261320",2,6.167398,31,56.277503,0,0.000000,14.078660,0,"6월"
"K261600",18,31.966870,56,106.556232,10,27.614573,32.592078,1,"6월"
"K261640",11,27.575712,6,17.944195,6,11.190144,14.057869,0,"6월"
"K261820",28,60.815399,30,56.962840,3,22.840172,33.152849,0,"6월"
"K261870",8,17.793456,9,30.620292,5,9.069480,16.060972,0,"6월"
"K262180",12,22.062394,12,44.546362,1,10.258310,24.275373,0,"6월"
"K262220",43,67.908992,23,95.319795,0,0.000000,25.270353,3,"6월"
"K262250",0,0.000000,15,38.304563,2,4.415288,17.707929,0,"6월"
"K262470",11,22.816560,6,81.398078,0,0.000000,26.257450,0,"6월"
"K262640",16,33.250123,65,123.430604,3,6.286788,32.219643,2,"6월"
"K262800",24,42.926521,25,72.919155,5,12.863974,38.488219,0,"6월"
"K262950",22,55.744970,7,104.245854,2,39.000000,25.044316,3,"6월"
"K263110",17,29.316758,3,50.388178,2,3.017902,23.490388,0,"6월"
"K263170",11,26.223015,10,16.258269,3,15.330378,17.670022,0,"6월"
"K263250",9,22.031534,55,80.702468,4,7.184196,31.850548,0,"6월"
"K263300",9,19.822133,9,33.577706,13,18.270223,20.190104,0,"6월"
"K263360",7,14.508558,24,50.873557,6,10.764414,16.829180,0,"6월"
"K263370",28,57.411026,19,55.429131,6,7.245638,25.946404,0,"6월"
"K263460",3,3.886560,36,74.755552,7,24.695850,33.900667,0,"6월"
"K263720",5,10.562885,10,53.220689,3,14.117702,21.648933,0,"6월"
"K263790",13,20.751746,2,19.242029,3,47.000000,14.596114,0,"6월"
"K263890",24,37.518239,29,72.869771,1,5.815897,20.434645,0,"6월"
"K263910",11,17.073131,8,50.659619,4,5.877635,20.256324,0,"6월"
"K263920",16,32.282215,9,29.033690,4,8.854486,14.518313,0,"6월"
"K263930",19,36.657855,61,118.932548,7,8.767200,41.070390,0,"6월"
"K264150",7,15.074976,19,44.659616,0,0.000000,19.818156,0,"6월"
"K264700",15,31.777550,19,40.612257,0,0.000000,24.005653,0,"6월"
"K264730",25,38.242620,41,92.100977,2,2.676983,28.256207,0,"6월"
"K264780",18,47.758824,30,50.441904,7,16.313126,29.129582,0,"6월"
"K264860",7,11.080767,4,25.297155,3,6.931373,10.224758,0,"6월"
