고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,이탈여부,핸드셋
K410580,남,55,02/11/98,23.666667,13,선불,CAT 50,이탈,BS110
K410590,남,29,14/02/96,56.733333,12,선불,CAT 50,이탈,BS110
K410600,남,31,25/06/99,15.833333,12,선불,CAT 50,이탈,SOP20
K410610,남,27,16/09/98,25.233333,13,선불,CAT 50,이탈,SOP10
K410620,여,20,17/03/99,19.166667,15,선불,CAT 50,이탈,SOP20
K410630,남,40,07/05/98,29.633333,14,선불,CAT 50,이탈,SOP10
K410640,여,32,17/10/99,12.033333,14,선불,CAT 50,이탈,SOP10
K410650,남,20,15/01/96,57.733333,13,선불,CAT 50,이탈,SOP20
K410660,여,16,02/09/98,25.7,14,선불,CAT 50,이탈,SOP20
K410670,남,16,25/05/99,16.866667,13,선불,CAT 50,이탈,S50
K410680,남,23,04/03/97,43.933333,15,선불,CAT 50,이탈,SOP20
K410690,남,33,11/01/99,21.333333,13,선불,CAT 50,이탈,SOP20
K410700,남,16,19/10/99,11.966667,14,선불,CAT 50,유지,BS110
K410710,여,37,10/12/97,34.566667,14,선불,CAT 50,이탈,SOP10
K410720,여,21,19/12/96,46.433333,13,선불,CAT 50,이탈,SOP20
K410730,여,43,27/06/97,40.1,12,선불,CAT 50,이탈,SOP10
K410740,여,32,25/10/96,48.266667,13,선불,CAT 50,이탈,S50
K410750,여,22,16/11/99,11.033333,12,선불,CAT 50,이탈,S50
K410760,여,19,21/06/97,40.3,13,선불,CAT 50,이탈,S50
K410770,여,15,10/05/97,41.7,14,선불,CAT 50,이탈,SOP20
K410780,여,45,05/10/98,24.6,15,선불,CAT 50,이탈,S50
K410790,여,18,09/09/96,49.8,15,선불,CAT 50,이탈,BS110
K410800,남,34,03/11/96,47.966667,13,선불,CAT 50,이탈,SOP10
K410810,여,24,26/04/97,42.166667,13,선불,CAT 50,이탈,BS110
K410820,남,37,26/10/96,48.233333,14,선불,CAT 50,이탈,BS110
K410830,여,19,07/09/99,13.366667,15,선불,CAT 50,이탈,S50
K410840,여,56,12/08/98,26.4,14,선불,CAT 50,이탈,BS110
K410850,여,22,07/02/97,44.766667,13,선불,CAT 50,이탈,SOP20
K410860,남,22,20/05/96,53.533333,15,선불,CAT 50,유지,SOP10
K410870,남,31,07/01/97,45.8,14,선불,CAT 50,이탈,BS110
K410880,남,35,20/12/98,22.066667,12,선불,CAT 50,이탈,BS110
K410890,남,19,04/11/97,35.766667,13,선불,CAT 50,이탈,BS110
K410900,남,42,02/07/98,27.766667,12,선불,CAT 50,이탈,SOP20
K410910,남,57,09/03/99,19.433333,14,선불,CAT 50,이탈,BS110
K410920,남,14,20/02/97,44.333333,13,선불,CAT 50,이탈,SOP20
K410930,남,23,21/12/97,34.2,12,선불,CAT 50,이탈,BS110
K410940,여,45,14/06/99,16.2,12,선불,CAT 50,이탈,S50
K410950,남,33,16/04/96,54.666667,12,선불,CAT 50,이탈,S50
K410960,남,29,05/07/96,52,15,선불,CAT 50,이탈,BS110
K410970,여,33,23/10/96,48.333333,14,선불,CAT 50,이탈,BS110
K410980,남,14,14/12/98,22.266667,14,선불,CAT 50,이탈,S50
K410990,여,45,19/01/96,57.6,12,선불,CAT 50,이탈,SOP10
K411000,여,20,21/07/96,51.466667,14,선불,CAT 50,이탈,BS110
K411010,여,33,07/03/99,19.5,14,선불,CAT 50,이탈,S50
K411020,여,55,09/05/98,29.566667,12,선불,CAT 50,이탈,BS110
K411030,남,43,04/08/97,38.833333,13,선불,CAT 50,이탈,SOP10
K411040,여,28,14/11/96,47.6,14,선불,CAT 50,이탈,S50
K411050,여,27,27/06/98,27.933333,13,선불,CAT 50,이탈,BS110
K411060,여,13,10/09/96,49.766667,15,선불,CAT 50,이탈,S50
K411070,여,36,10/02/99,20.333333,14,선불,CAT 50,이탈,SOP20
K411080,남,31,26/11/98,22.866667,13,선불,CAT 50,이탈,SOP20
K411090,여,18,27/02/98,31.933333,14,선불,CAT 50,이탈,BS110
K411100,여,14,15/02/96,56.7,13,선불,CAT 50,이탈,BS110
K411110,여,42,10/08/98,26.466667,14,선불,CAT 50,이탈,SOP20
K411120,남,54,22/11/97,35.166667,15,선불,CAT 50,이탈,SOP10
K411130,여,15,03/02/97,44.9,13,선불,CAT 50,이탈,BS110
K411140,남,36,22/10/98,24.033333,15,선불,CAT 50,이탈,BS110
K411150,여,34,16/07/96,51.633333,14,선불,CAT 50,이탈,BS110
K411160,여,48,03/10/98,24.666667,13,선불,CAT 50,이탈,SOP10
K411170,여,18,20/08/99,13.966667,14,선불,CAT 50,이탈,SOP20
K411180,여,36,27/02/98,31.933333,14,선불,CAT 50,이탈,BS110
K411190,남,21,28/04/97,42.1,14,선불,CAT 50,이탈,SOP10
K411200,남,64,01/10/96,49.066667,14,선불,CAT 50,이탈,BS110
K411210,여,21,01/02/98,32.8,12,선불,CAT 50,이탈,SOP20
K411220,여,21,04/10/98,24.633333,12,선불,CAT 50,이탈,SOP10
K411230,여,44,09/09/96,49.8,15,선불,CAT 50,이탈,S50
K411240,남,36,04/01/98,33.733333,12,선불,CAT 50,이탈,BS110
K411250,여,33,26/05/97,41.166667,12,선불,CAT 50,이탈,SOP10
K411260,남,63,12/08/97,38.566667,14,선불,CAT 50,이탈,SOP20
K411270,여,46,21/03/99,19.033333,14,선불,CAT 50,이탈,S50
K411280,여,24,02/08/98,26.733333,15,선불,CAT 50,이탈,SOP20
K411290,여,50,21/11/96,47.366667,15,선불,CAT 50,이탈,BS110
K411300,남,18,17/11/96,47.5,15,선불,CAT 50,이탈,SOP10
K411310,여,37,11/09/99,13.233333,14,선불,CAT 50,이탈,SOP10
K411320,여,54,09/11/97,35.6,12,선불,CAT 50,이탈,SOP20
K411330,남,30,15/03/97,43.566667,13,선불,CAT 50,이탈,SOP20
K411340,남,42,10/11/98,23.4,14,선불,CAT 50,이탈,SOP10
K411350,남,56,21/09/98,25.066667,12,선불,CAT 50,이탈,SOP10
K411360,여,51,18/07/97,39.4,13,선불,CAT 50,유지,SOP20
K411370,여,34,06/09/96,49.9,13,선불,CAT 50,이탈,SOP10
K411380,여,71,19/02/97,44.366667,15,선불,CAT 50,이탈,SOP10
K411390,여,37,24/01/99,20.9,15,선불,CAT 50,이탈,S50
K411400,남,20,20/04/99,18.033333,12,선불,CAT 50,이탈,SOP10
K411410,여,16,21/08/98,26.1,12,선불,CAT 50,이탈,SOP20
K411420,여,37,18/05/98,29.266667,13,선불,CAT 50,이탈,S50
K411430,남,20,22/08/99,13.9,13,선불,CAT 50,이탈,SOP20
K411440,여,35,14/02/99,20.2,14,선불,CAT 50,이탈,SOP10
K411450,남,26,24/06/96,52.366667,13,선불,CAT 50,이탈,S50
K411460,여,24,15/10/99,12.1,12,선불,CAT 50,이탈,SOP20
K411470,여,25,21/03/99,19.033333,14,선불,CAT 50,이탈,SOP20
K411480,남,12,06/01/97,45.833333,13,선불,CAT 50,이탈,S50
K411490,여,40,25/10/97,36.1,13,선불,CAT 50,이탈,BS110
K411500,여,35,24/07/99,14.866667,13,선불,CAT 50,이탈,SOP20
K411510,여,25,09/05/98,29.566667,14,선불,CAT 50,이탈,BS110
K411520,남,28,23/02/97,44.233333,13,선불,CAT 50,이탈,S50
K411530,여,30,20/09/97,37.266667,14,선불,CAT 50,유지,BS110
K411540,남,23,21/06/96,52.466667,15,선불,CAT 50,이탈,BS110
K411550,여,36,06/09/96,49.9,13,선불,CAT 50,이탈,SOP10
K411560,여,40,27/06/98,27.933333,12,선불,CAT 50,이탈,S50
K411570,남,19,12/11/97,35.5,14,선불,CAT 50,이탈,BS110
K411580,남,44,14/05/98,29.4,15,선불,CAT 50,이탈,SOP20
K411590,남,32,04/01/96,58.1,14,선불,CAT 50,이탈,SOP10
K411600,여,24,31/07/96,51.133333,12,선불,CAT 50,이탈,SOP10
K411610,여,33,08/12/99,10.3,13,선불,CAT 50,이탈,SOP20
K411620,남,35,23/04/97,42.266667,13,선불,CAT 50,이탈,S50
K411630,여,22,26/10/96,48.233333,14,선불,CAT 50,이탈,SOP20
K411640,여,29,05/02/98,32.666667,14,선불,CAT 50,이탈,S50
K411650,여,19,21/12/96,46.366667,15,선불,CAT 50,이탈,SOP20
K411660,여,18,10/07/98,27.5,12,선불,CAT 50,이탈,SOP10
K411670,남,13,08/01/97,45.766667,12,선불,CAT 50,이탈,SOP20
K411680,여,19,16/08/96,50.6,13,선불,CAT 50,이탈,SOP20
K411690,여,22,19/01/97,45.4,12,선불,CAT 50,이탈,BS110
K411700,남,22,20/01/96,57.566667,13,선불,Play 100,이탈,SOP10
K411710,여,35,01/12/97,34.866667,12,선불,Play 100,이탈,S50
K411720,여,20,12/12/96,46.666667,12,선불,Play 100,이탈,BS110
K411730,남,21,05/01/97,45.866667,12,선불,Play 100,이탈,S50
K411740,남,15,08/09/98,25.5,13,선불,Play 100,이탈,SOP20
K411750,남,21,21/04/97,42.333333,13,선불,Play 100,이탈,S50
K411760,남,22,18/01/98,33.266667,12,선불,Play 100,이탈,SOP20
K411770,남,27,25/02/98,32,13,선불,Play 100,이탈,SOP20
K411780,여,50,04/05/98,29.733333,13,선불,Play 100,이탈,S50
K411790,남,18,21/06/99,15.966667,12,선불,Play 100,이탈,S50
K411800,여,22,23/08/98,26.033333,14,선불,Play 100,이탈,S50
K411810,남,24,06/04/97,42.833333,13,선불,Play 100,유지,SOP20
K411820,여,16,06/07/99,15.466667,13,선불,Play 100,이탈,SOP10
K411830,여,26,17/05/99,17.133333,13,선불,Play 100,이탈,SOP20
K411840,여,27,12/05/97,41.633333,12,선불,Play 100,이탈,SOP10
K411850,여,13,03/09/99,13.5,15,선불,Play 100,이탈,SOP10
K411860,남,37,19/12/96,46.433333,13,선불,Play 100,이탈,SOP20
K411870,남,23,25/10/98,23.933333,15,선불,Play 100,유지,SOP20
K411880,남,32,09/06/98,28.533333,12,선불,Play 100,이탈,S50
K411890,여,13,14/04/98,30.4,15,선불,Play 100,이탈,SOP20
K411900,남,36,11/05/97,41.666667,12,선불,Play 100,이탈,BS110
K411910,남,18,06/01/99,21.5,12,선불,Play 100,이탈,SOP20
K411920,남,12,12/10/99,12.2,12,선불,Play 100,이탈,SOP20
K411930,여,33,27/08/96,50.233333,14,선불,Play 100,이탈,BS110
K411940,남,47,20/07/99,15,12,선불,Play 100,이탈,S50
K411950,남,17,17/11/97,35.333333,12,선불,Play 100,이탈,SOP10
K411960,여,39,10/12/97,34.566667,12,선불,Play 100,이탈,BS110
K411970,여,24,15/07/97,39.5,15,선불,Play 100,이탈,SOP10
K411980,여,29,20/04/97,42.366667,13,선불,Play 100,이탈,SOP10
K411990,여,20,11/03/99,19.366667,12,선불,Play 100,이탈,S50
K412000,여,64,25/06/97,40.166667,15,선불,Play 100,이탈,SOP20
K412010,여,34,15/07/97,39.5,12,선불,Play 100,이탈,SOP20
K412020,남,19,19/01/98,33.233333,14,선불,Play 100,이탈,SOP10
K412030,남,48,05/09/98,25.6,12,선불,Play 100,이탈,SOP20
K412040,남,22,05/03/96,56.066667,15,선불,Play 100,이탈,SOP10
K412050,남,12,02/07/97,39.933333,13,선불,Play 100,이탈,SOP20
K412060,남,29,03/02/98,32.733333,14,선불,Play 100,이탈,SOP10
K412070,여,14,28/05/97,41.1,14,선불,Play 100,이탈,SOP20
K412080,남,19,13/01/97,45.6,15,선불,Play 100,이탈,BS110
K412090,남,31,01/10/98,24.733333,15,선불,Play 100,이탈,SOP20
K412100,남,29,19/01/96,57.6,15,선불,Play 100,이탈,S50
K412110,남,37,06/10/98,24.566667,12,선불,Play 100,이탈,BS110
K412120,남,63,14/12/97,34.433333,12,선불,Play 100,이탈,SOP20
K412130,여,19,20/10/96,48.433333,14,선불,Play 100,이탈,BS110
K412140,남,38,21/05/99,17,12,선불,Play 100,이탈,BS110
K412150,여,53,25/02/97,44.166667,13,선불,Play 100,이탈,SOP20
K412160,여,49,17/02/98,32.266667,14,선불,Play 100,이탈,SOP10
K412170,남,35,18/02/96,56.6,13,선불,Play 100,이탈,BS110
K412180,남,25,16/07/99,15.133333,15,선불,Play 100,이탈,S50
K412190,남,61,24/05/97,41.233333,13,선불,Play 100,이탈,SOP10
K412200,여,13,16/05/99,17.166667,13,선불,Play 100,이탈,SOP10
K412210,남,24,05/02/96,57.033333,13,선불,Play 100,이탈,SOP20
K412220,남,14,09/08/99,14.333333,13,선불,Play 100,이탈,S50
K412230,여,14,07/09/99,13.366667,14,선불,Play 100,이탈,SOP20
K412240,남,21,19/09/98,25.133333,12,선불,Play 100,이탈,S50
K412250,남,17,25/09/96,49.266667,12,선불,Play 100,이탈,S50
K412260,여,16,13/08/97,38.533333,13,선불,Play 100,이탈,SOP20
K412270,남,30,15/11/96,47.566667,14,선불,Play 100,이탈,SOP20
K412280,여,34,11/03/97,43.7,12,선불,Play 100,이탈,SOP20
K412290,여,21,06/04/97,42.833333,12,선불,Play 100,이탈,S50
K412300,남,40,05/02/99,20.5,14,선불,Play 100,이탈,BS110
K412310,여,14,08/08/99,14.366667,14,선불,Play 100,이탈,SOP20
K412320,남,36,24/11/99,10.766667,12,선불,Play 100,이탈,SOP10
K412330,남,32,10/11/99,11.233333,13,선불,Play 100,이탈,S50
K412340,남,17,09/05/96,53.9,13,선불,Play 100,이탈,BS110
K412350,남,45,04/10/97,36.8,14,선불,Play 100,이탈,SOP20
K412360,여,42,28/09/98,24.833333,13,선불,Play 100,이탈,BS110
K412370,남,28,27/03/99,18.833333,14,선불,Play 100,이탈,BS110
K412380,남,26,31/01/98,32.833333,14,선불,Play 100,이탈,SOP10
K412390,여,45,12/02/99,20.266667,13,선불,Play 100,이탈,SOP10
K412400,남,26,20/10/99,11.933333,15,선불,Play 100,이탈,SOP20
K412410,남,28,14/07/96,51.7,13,선불,Play 100,이탈,SOP10
K412420,남,29,12/05/97,41.633333,15,선불,Play 100,이탈,S50
K412430,남,26,07/09/97,37.7,12,선불,Play 100,이탈,SOP20
K412440,여,54,04/08/97,38.833333,14,선불,Play 100,이탈,SOP10
K412450,여,30,16/06/99,16.133333,12,선불,Play 100,유지,BS110
K412460,여,15,21/01/99,21,14,선불,Play 100,이탈,SOP10
K412470,남,14,08/01/96,57.966667,13,선불,Play 100,이탈,SOP10
K412480,남,42,25/12/96,46.233333,14,선불,Play 100,이탈,BS110
K412490,남,19,01/08/96,51.1,12,선불,Play 100,이탈,S50
K412500,여,52,19/09/99,12.966667,14,선불,Play 100,이탈,SOP20
K412510,남,31,10/09/96,49.766667,15,선불,Play 100,이탈,S50
K412520,여,12,24/11/97,35.1,14,선불,Play 100,이탈,S50
K412530,여,38,03/04/99,18.6,14,선불,Play 100,이탈,S50
K412540,여,43,12/12/96,46.666667,12,선불,Play 100,이탈,S50
K412550,남,51,01/01/98,33.833333,15,선불,Play 100,이탈,S50
K412560,남,29,07/06/97,40.766667,12,선불,Play 100,이탈,S50
K412570,남,12,16/11/97,35.366667,12,선불,Play 100,이탈,SOP20
K412580,남,29,16/08/97,38.433333,13,선불,Play 100,이탈,SOP10
K412590,남,36,20/07/96,51.5,14,선불,Play 100,이탈,SOP10
K412600,여,22,09/07/97,39.7,13,선불,Play 100,이탈,SOP10
K412610,여,35,04/11/99,11.433333,15,선불,Play 100,유지,SOP20
K412620,남,36,19/10/96,48.466667,15,선불,Play 100,유지,BS110
K412630,여,27,12/03/97,43.666667,15,선불,Play 100,이탈,S50
K412640,여,47,21/04/97,42.333333,14,선불,Play 100,이탈,S50
K412650,남,48,19/07/97,39.366667,13,선불,Play 100,이탈,SOP20
K412660,여,25,26/02/96,56.333333,14,선불,Play 100,이탈,S50
K412670,여,17,05/07/96,52,13,선불,Play 100,이탈,SOP10
K412680,남,41,09/11/99,11.266667,14,선불,Play 100,이탈,S50
K412690,여,33,27/07/97,39.1,12,선불,Play 100,이탈,SOP10
K412700,여,34,19/12/98,22.1,13,선불,Play 100,이탈,S50
K412710,여,21,02/02/98,32.766667,13,선불,Play 100,이탈,SOP10
K412720,남,14,07/08/96,50.9,14,선불,Play 100,이탈,S50
K412730,여,25,01/06/96,53.133333,12,선불,Play 100,이탈,SOP10
K412740,여,29,12/08/98,26.4,15,선불,Play 100,이탈,SOP20
K412750,여,48,01/07/99,15.633333,14,선불,Play 100,이탈,SOP10
K412760,여,46,03/05/99,17.6,14,선불,Play 100,이탈,S50
K412770,여,47,21/07/97,39.3,14,선불,Play 100,이탈,SOP10
K412780,남,37,21/08/99,13.933333,13,선불,Play 100,이탈,S50
K412790,여,61,12/03/99,19.333333,12,선불,Play 100,이탈,SOP10
K412800,여,44,03/04/99,18.6,13,선불,Play 100,이탈,S50
K412810,남,38,09/01/97,45.733333,14,선불,Play 100,이탈,SOP10
K412820,여,34,25/02/99,19.833333,12,선불,Play 100,이탈,BS110
K412830,남,60,03/11/99,11.466667,12,선불,Play 100,이탈,S50
K412840,남,35,21/10/97,36.233333,14,선불,Play 100,이탈,BS110
K412850,남,46,18/10/99,12,15,선불,Play 100,이탈,BS110
K412860,남,21,06/03/99,19.533333,14,선불,Play 100,이탈,S50
K412870,여,16,15/06/99,16.166667,13,선불,Play 100,이탈,SOP10
K412880,여,25,18/09/98,25.166667,12,선불,Play 100,이탈,BS110
K412890,남,55,02/05/96,54.133333,12,선불,Play 100,이탈,S50
K412900,남,16,27/10/99,11.7,13,선불,Play 100,이탈,SOP10
K412910,남,21,03/06/99,16.566667,12,선불,Play 100,이탈,SOP10
K412920,남,18,08/08/99,14.366667,14,선불,Play 100,이탈,SOP20
K412930,여,40,14/02/99,20.2,14,선불,Play 100,이탈,S50
K412940,여,23,10/10/96,48.766667,14,선불,Play 100,이탈,SOP10
K412950,여,23,02/04/97,42.966667,12,선불,Play 100,이탈,S50
K412960,남,24,09/05/96,53.9,13,선불,Play 100,이탈,BS110
K412970,여,41,25/09/99,12.766667,14,선불,Play 100,이탈,SOP20
K412980,남,37,27/07/98,26.933333,13,선불,Play 100,이탈,S50
K412990,남,51,22/08/97,38.233333,15,선불,Play 100,이탈,SOP20
K413000,남,24,28/07/98,26.9,13,선불,Play 100,유지,SOP20
K413010,남,20,02/06/98,28.766667,14,선불,Play 100,유지,SOP20
K413020,여,28,23/01/96,57.466667,14,선불,Play 100,이탈,SOP10
K413030,남,20,08/12/96,46.8,13,선불,Play 100,이탈,S50
K413040,여,63,25/04/97,42.2,14,선불,Play 100,이탈,SOP10
K413050,여,25,14/12/98,22.266667,15,선불,Play 100,이탈,SOP10
K413060,여,57,20/09/99,12.933333,13,선불,Play 100,이탈,S50
K413070,여,42,26/09/96,49.233333,13,선불,Play 100,이탈,BS110
K413080,여,19,10/01/98,33.533333,13,선불,Play 100,이탈,BS110
K413090,남,20,23/07/99,14.9,12,선불,Play 100,이탈,SOP10
K413100,남,18,09/04/99,18.4,15,선불,Play 100,이탈,BS110
K413110,남,30,02/08/99,14.566667,13,선불,Play 100,이탈,BS110
K413120,여,32,09/03/97,43.766667,13,선불,Play 100,이탈,SOP20
K413130,여,28,28/01/98,32.933333,13,선불,Play 100,이탈,BS110
K413140,여,21,03/10/99,12.5,14,선불,Play 100,이탈,SOP10
K413150,남,19,05/11/99,11.4,15,선불,Play 100,이탈,SOP20
K413160,남,32,19/02/98,32.2,14,선불,Play 100,이탈,SOP20
K413170,남,16,17/08/98,26.233333,12,선불,Play 100,이탈,SOP10
K413180,남,46,18/10/99,12,12,선불,Play 100,이탈,SOP10
K413190,여,23,23/06/98,28.066667,13,선불,Play 100,이탈,BS110
K413200,남,25,21/11/97,35.2,12,선불,Play 100,이탈,SOP20
K413210,여,35,10/09/99,13.266667,15,선불,Play 100,이탈,S50
K413220,여,40,22/11/99,10.833333,15,선불,Play 100,이탈,BS110
K413230,여,12,25/01/97,45.2,15,선불,Play 100,이탈,SOP10
K413240,여,40,13/03/97,43.633333,12,선불,Play 100,이탈,BS110
K413250,여,25,02/01/96,58.166667,15,선불,Play 100,이탈,SOP20
K413260,여,28,14/07/98,27.366667,13,선불,Play 100,이탈,SOP20
K413270,남,34,03/07/96,52.066667,14,선불,Play 100,이탈,S50
K413280,여,21,11/08/96,50.766667,14,선불,Play 100,이탈,S50
K413290,남,20,03/08/98,26.7,15,선불,Play 100,이탈,BS110
K413300,여,24,07/06/98,28.6,12,선불,Play 100,이탈,SOP20
K413310,남,15,19/02/96,56.566667,14,선불,Play 100,이탈,S50
K413320,여,23,02/10/98,24.7,15,선불,Play 100,이탈,S50
K413330,남,19,09/05/99,17.4,12,선불,Play 100,이탈,SOP10
K413340,남,27,15/06/99,16.166667,15,선불,Play 100,유지,SOP20
K413350,여,36,02/12/98,22.666667,14,선불,Play 100,이탈,BS110
K413360,남,41,08/07/99,15.4,15,선불,Play 100,이탈,BS110
K413370,남,44,05/09/96,49.933333,14,선불,Play 100,이탈,SOP20
K413380,여,43,14/07/97,39.533333,13,선불,Play 100,이탈,BS110
K413390,남,24,17/04/96,54.633333,14,선불,Play 100,이탈,BS110
K413400,남,30,23/01/99,20.933333,14,선불,Play 100,이탈,BS110
K413410,여,59,10/05/99,17.366667,15,선불,Play 100,이탈,SOP20
K413420,여,26,19/12/99,9.933333,15,선불,Play 100,이탈,SOP20
K413430,여,13,31/12/98,21.7,12,선불,Play 100,이탈,BS110
K413440,여,32,12/04/97,42.633333,12,선불,Play 100,이탈,S50
K413450,여,22,07/10/97,36.7,12,선불,Play 100,이탈,SOP10
K413460,여,20,14/09/96,49.633333,14,선불,Play 100,이탈,BS110
K413470,여,49,04/01/97,45.9,12,선불,Play 100,이탈,SOP10
K413480,여,38,04/08/96,51,12,선불,Play 100,이탈,SOP20
K413490,여,48,04/08/97,38.833333,14,선불,Play 100,이탈,SOP20
K413500,남,38,21/05/99,17,14,선불,Play 100,이탈,BS110
K413510,남,39,25/01/96,57.4,12,선불,Play 100,이탈,SOP20
K413520,남,12,25/08/97,38.133333,13,선불,Play 100,이탈,SOP20
K413530,남,33,12/02/99,20.266667,13,선불,Play 100,이탈,S50
K413540,남,54,22/08/98,26.066667,13,선불,Play 100,이탈,S50
K413550,여,12,16/05/99,17.166667,12,선불,Play 100,이탈,SOP10
K413560,여,46,01/12/99,10.533333,12,선불,Play 100,이탈,S50
K413570,남,25,08/09/99,13.333333,14,선불,Play 100,이탈,BS110
K413580,여,24,01/04/96,55.166667,15,선불,Play 100,이탈,S50
K413590,여,25,12/01/96,57.833333,12,선불,Play 100,이탈,SOP20
K413600,여,23,15/09/96,49.6,15,선불,Play 100,이탈,BS110
K413610,여,25,26/06/98,27.966667,15,선불,Play 100,이탈,S50
K413620,남,21,28/05/98,28.933333,13,선불,Play 100,이탈,BS110
K413630,여,18,07/08/97,38.733333,15,선불,Play 100,이탈,BS110
K413640,여,22,02/01/98,33.8,15,선불,Play 100,이탈,BS110
K413650,남,53,08/10/96,48.833333,12,선불,Play 100,이탈,SOP10
K413660,여,17,14/02/96,56.733333,15,선불,Play 100,이탈,SOP20
K413670,여,49,07/12/97,34.666667,15,선불,Play 100,이탈,SOP10
K413680,남,13,31/10/97,35.9,14,선불,Play 100,이탈,SOP20
K413690,여,12,11/10/96,48.733333,15,선불,Play 100,이탈,BS110
K413700,여,19,02/04/97,42.966667,12,선불,Play 100,이탈,BS110
K413710,여,23,15/10/98,24.266667,12,선불,Play 100,이탈,SOP10
K413720,남,61,27/08/99,13.733333,13,선불,Play 100,이탈,SOP20
K413730,남,30,11/05/99,17.333333,14,선불,Play 100,이탈,BS110
K413740,남,21,27/08/98,25.9,13,선불,Play 100,이탈,S50
K413750,남,17,22/05/99,16.966667,13,선불,Play 100,이탈,SOP20
K413760,여,20,21/03/98,31.2,15,선불,Play 100,이탈,SOP20
K413770,남,51,07/07/96,51.933333,14,선불,Play 100,이탈,BS110
K413780,여,29,11/09/96,49.733333,12,선불,Play 100,이탈,SOP10
K413790,여,26,16/09/98,25.233333,14,선불,Play 100,유지,BS110
K413800,남,31,05/07/98,27.666667,12,선불,Play 100,이탈,SOP20
K413810,남,37,02/04/99,18.633333,15,선불,Play 100,유지,S50
K413820,여,44,08/12/97,34.633333,14,선불,Play 100,이탈,SOP20
K413830,남,20,19/10/99,11.966667,15,선불,Play 100,이탈,S50
K413840,남,35,05/03/99,19.566667,12,선불,Play 100,이탈,S50
K413850,남,16,03/04/98,30.766667,12,선불,Play 100,이탈,SOP10
K413860,남,16,16/10/99,12.066667,12,선불,Play 100,이탈,BS110
K413870,여,18,04/09/99,13.466667,14,선불,Play 100,이탈,SOP10
K413880,남,15,02/01/96,58.166667,13,선불,Play 100,이탈,SOP10
K413890,남,31,23/09/99,12.833333,13,선불,Play 100,이탈,S50
K413900,남,32,14/10/97,36.466667,12,선불,Play 100,이탈,SOP20
K413910,남,19,24/07/96,51.366667,14,선불,Play 100,이탈,S50
K413920,남,22,01/09/97,37.9,13,선불,Play 100,이탈,S50
K413930,남,14,06/10/96,48.9,15,선불,Play 100,이탈,BS110
K413940,남,32,25/12/97,34.066667,12,선불,Play 100,이탈,SOP10
K413950,남,50,05/08/97,38.8,15,선불,Play 100,이탈,BS110
K413960,남,30,04/05/97,41.9,15,선불,Play 100,이탈,BS110
K413970,여,14,18/05/98,29.266667,12,선불,Play 100,이탈,SOP20
K413980,남,35,20/11/96,47.4,12,선불,Play 100,이탈,BS110
K413990,남,14,12/08/99,14.233333,14,선불,Play 100,이탈,S50
K414000,여,20,06/12/96,46.866667,12,선불,Play 100,이탈,SOP10
K414010,남,39,19/09/96,49.466667,13,선불,Play 100,이탈,BS110
K414020,여,28,10/03/99,19.4,13,선불,Play 100,이탈,SOP10
K414030,여,23,02/02/98,32.766667,12,선불,Play 100,이탈,S50
K414040,남,27,14/09/97,37.466667,13,선불,Play 100,이탈,BS110
K414050,남,60,01/07/96,52.133333,14,선불,Play 100,이탈,BS110
K414060,남,38,11/06/98,28.466667,15,선불,Play 100,이탈,S50
K414070,여,24,28/02/96,56.266667,14,선불,Play 100,이탈,SOP20
K414080,남,24,10/11/96,47.733333,13,선불,Play 100,이탈,SOP20
K414090,남,20,25/01/98,33.033333,14,선불,Play 100,이탈,SOP10
K414100,남,40,13/08/99,14.2,15,선불,Play 100,이탈,SOP20
K414110,남,48,14/02/99,20.2,12,선불,Play 100,이탈,SOP10
K414120,남,17,25/01/98,33.033333,13,선불,Play 100,이탈,S50
K414130,여,38,14/04/97,42.566667,15,선불,Play 100,이탈,BS110
K414140,남,39,23/05/96,53.433333,14,선불,Play 100,이탈,SOP20
K414150,여,24,14/04/97,42.566667,12,선불,Play 100,이탈,SOP10
K414160,여,40,27/09/97,37.033333,15,선불,Play 100,이탈,S50
K414170,남,64,11/08/97,38.6,13,선불,Play 100,이탈,SOP10
K414180,남,60,25/03/98,31.066667,14,선불,Play 100,이탈,SOP20
K414190,남,16,02/10/98,24.7,14,선불,Play 100,이탈,SOP10
K414200,여,27,21/03/98,31.2,13,선불,Play 100,이탈,S50
K414210,남,39,01/08/97,38.933333,13,선불,Play 100,이탈,S50
K414220,여,37,22/01/97,45.3,14,선불,Play 100,이탈,BS110
K414230,남,36,09/03/97,43.766667,15,선불,Play 100,이탈,SOP10
K414240,여,51,13/10/98,24.333333,12,선불,Play 100,이탈,SOP20
K414250,남,29,11/07/96,51.8,14,선불,Play 100,이탈,SOP10
K414260,남,21,08/04/99,18.433333,13,선불,Play 100,이탈,SOP20
K414270,여,42,14/02/96,56.733333,13,선불,Play 100,이탈,BS110
K414280,남,34,23/07/99,14.9,12,선불,Play 100,이탈,SOP20
K414290,남,33,23/01/98,33.1,13,선불,Play 100,유지,SOP20
K414300,여,24,14/01/99,21.233333,14,선불,Play 100,이탈,SOP10
K414310,남,24,13/02/96,56.766667,15,선불,Play 100,이탈,SOP20
K414320,여,17,19/06/98,28.2,12,선불,Play 100,이탈,SOP10
