Customer_ID,Gender,Age,Connect_Date,L_O_S,Dropped_Calls,Pay Method,tariff,Churn,Handset,Peak_calls_Sum,Peak_mins_Sum,OffPeak_calls_Sum,OffPeak_mins_Sum,Weekend_calls_Sum,Weekend_mins_Sum,International_mins_Sum,Nat_call_cost_Sum,AvePeak,AveOffPeak,AveWeekend,National_calls,National mins,AveNational,All_calls_mins,Usage_Band,Mins_charge,call_cost_per_min,actual call cost,Total_call_cost,Total_Cost,Tariff_OK,average cost min,Group
K239250,F,30,06/07/99,15.466667,1,Pre Pay,Play 100,Churned,BS110,107,196.200000,73,212.700000,7,82.800000,48.781796,0.000000,1.833645,2.913699,11.828571,187,491.700000,2.629412,540.481796,MedLow,-108.300000,12.980476,0.000000,19.512718,79.452718,OK,0.147004,1
K239590,F,30,01/09/99,13.566667,0,Pre Pay,Play 100,Churned,BS110,62,134.399999,24,465.000000,16,26.399999,116.961902,2.398189,2.167742,19.375000,1.650000,102,625.799998,6.135294,742.761900,Med,25.799998,9.295302,2.398188,49.182949,109.122949,OK,0.146915,1
K248630,F,33,12/12/97,34.500000,1,Pre Pay,Play 100,Active,BS110,15,81.600000,13,290.099999,7,76.200001,0.568367,0.000000,5.440000,22.315385,10.885714,35,447.900000,12.797143,448.468367,MedLow,-152.100000,8.643670,0.000000,0.227347,60.167347,OK,0.134162,1
K240360,M,15,27/07/99,14.766667,8,Pre Pay,Play 100,Churned,S50,95,246.600000,68,276.900000,4,93.000000,5.246468,2.145000,2.595789,4.072059,23.250000,167,616.500000,3.691617,621.746468,Med,16.500000,13.000000,2.145000,4.243587,64.183587,OK,0.103231,1
K240460,M,53,21/09/99,12.900000,2,Pre Pay,Play 100,Churned,S50,115,226.800000,172,437.700001,1,21.000000,126.331622,9.932594,1.972174,2.544767,21.000000,288,685.500001,2.380208,811.831623,Med,85.500001,11.617068,9.932593,60.465242,120.405242,OK,0.148313,1
K241320,F,24,13/08/99,14.200000,2,Pre Pay,Play 100,Churned,S50,24,157.800000,7,211.200000,5,41.000000,100.272485,0.000000,6.575000,30.171429,8.200000,36,410.000000,11.388889,510.272485,MedLow,-190.000000,12.697561,0.000000,40.108994,100.048994,OK,0.196070,1
K219650,F,27,21/07/99,14.966667,0,Pre Pay,Play 100,Churned,S50,40,70.200001,43,162.600000,6,41.000000,40.711278,0.000000,1.755000,3.781395,6.833333,89,273.800001,3.076405,314.511279,MedLow,-326.199999,10.127831,0.000000,16.284511,76.224511,OK,0.242359,1
K241430,F,20,01/09/99,13.566667,0,Pre Pay,Play 100,Churned,BS110,17,98.400001,53,89.700000,67,138.599999,59.013584,0.000000,5.788235,1.692453,2.068657,137,326.700000,2.384672,385.713584,MedLow,-273.300000,11.023875,0.000000,23.605434,83.545434,OK,0.216600,1
K219250,M,26,27/07/96,51.266667,1,Pre Pay,Play 100,Churned,S50,29,51.000000,1,273.000000,29,46.799999,97.829114,0.000000,1.758621,273.000000,1.613793,59,370.799999,6.284746,468.629113,MedLow,-229.200001,7.750809,0.000000,39.131646,99.071646,OK,0.211407,1
K218210,F,12,18/08/99,14.033333,2,Pre Pay,Play 100,Churned,S50,20,36.000000,143,253.500000,2,29.000000,10.415244,0.000000,1.800000,1.772727,14.500000,165,318.500000,1.930303,328.915244,MedLow,-281.500000,7.260597,0.000000,4.166098,64.106098,OK,0.194902,1
K155790,M,29,09/05/99,17.400000,3,Pre Pay,Play 100,Active,ASAD170,119,234.599999,11,378.000000,0,0.000000,198.759901,2.038802,1.971429,34.363636,0.000000,130,612.599999,4.712308,811.359900,Med,12.599999,12.659158,1.595054,81.099014,141.039014,OK,0.173830,1
K102310,F,55,18/07/97,39.400000,1,Pre Pay,Play 100,Churned,SOP10,27,49.200000,0,0.000000,5,9.600000,10.419420,0.000000,1.822222,0.000000,1.920000,32,58.800000,1.837500,69.219420,Low,-541.200000,21.734694,0.000000,4.167768,64.107768,OK,0.926153,1
K243990,F,39,09/06/97,40.700000,2,Pre Pay,Play 100,Active,BS110,26,46.799999,17,68.700000,3,33.600000,26.561869,0.000000,1.800000,4.041176,11.200000,46,149.099999,3.241304,175.661868,Low,-450.900001,11.277666,0.000000,10.624748,70.564748,OK,0.401708,1
K244270,F,31,15/11/96,47.566667,3,Pre Pay,Play 100,Active,BS110,17,27.642364,38,42.471342,0,0.000000,2.972165,0.000000,1.626021,1.117667,0.000000,55,70.113706,1.274795,73.085871,Low,-529.886294,12.885010,0.000000,1.188866,61.128866,OK,0.836398,1
K244360,F,26,08/06/96,52.900000,0,Pre Pay,Play 100,Active,BS110,26,69.000000,22,60.300001,4,22.000000,43.681544,0.000000,2.653846,2.740909,5.500000,52,151.300001,2.909615,194.981545,Low,-448.699999,14.120952,0.000000,17.472618,77.412618,OK,0.397025,1
K232700,F,52,03/02/96,57.100000,0,Pre Pay,Play 100,Churned,S50,2,115.800000,40,242.699999,16,25.500001,47.591063,0.000000,57.900000,6.067500,1.593750,58,384.000000,6.620690,431.591063,MedLow,-216.000000,11.031250,0.000000,19.036425,78.976425,OK,0.182989,1
K231540,F,30,16/01/98,33.333333,1,Pre Pay,Play 100,Churned,S50,4,58.200000,31,57.000000,50,103.000000,58.047437,0.000000,14.550000,1.838710,2.060000,85,218.200000,2.567059,276.247437,MedLow,-381.800000,10.334555,0.000000,23.218975,83.158975,OK,0.301031,1
K231510,F,31,27/10/98,23.866667,2,Pre Pay,Play 100,Churned,S50,5,96.600000,66,161.100001,6,28.500000,39.055818,0.000000,19.320000,2.440909,4.750000,77,286.200001,3.716883,325.255819,MedLow,-313.799999,11.750524,0.000000,15.622327,75.562327,OK,0.232317,1
K156380,F,33,19/07/96,51.533333,2,Pre Pay,Play 100,Active,S50,39,253.200001,234,385.799999,6,9.599999,188.837078,6.224487,6.492308,1.648718,1.600000,279,648.599999,2.324731,837.437077,Med,48.599999,12.807586,6.224486,81.759318,141.699318,OK,0.169206,1
K213490,M,18,26/07/97,39.133333,0,Pre Pay,Play 100,Churned,CAS30,9,18.599999,74,141.300000,2,9.000000,28.667095,0.000000,2.066667,1.909459,4.500000,85,168.899999,1.987059,197.567094,Low,-431.100001,7.202487,0.000000,11.466838,71.406838,OK,0.361431,1
K213330,F,22,16/06/98,28.300000,2,Pre Pay,Play 100,Active,CAS30,43,70.200000,1,36.600000,5,38.400000,1.934656,0.000000,1.632558,36.600000,7.680000,49,145.200000,2.963265,147.134656,Low,-454.800000,14.669421,0.000000,0.773862,60.713862,OK,0.412641,1
K213150,M,21,21/06/97,40.300000,0,Pre Pay,Play 100,Churned,CAS30,26,49.800001,39,102.000000,4,25.200000,27.294931,0.000000,1.915385,2.615385,6.300000,69,177.000001,2.565217,204.294932,Low,-422.999999,10.627119,0.000000,10.917972,70.857972,OK,0.346842,1
K213050,M,18,19/06/98,28.200000,6,Pre Pay,Play 100,Churned,CAS30,22,37.799999,8,64.500000,10,21.599999,18.835678,0.000000,1.718182,8.062500,2.160000,40,123.899998,3.097500,142.735676,Low,-476.100002,11.101695,0.000000,7.534271,67.474271,OK,0.472722,1
K212970,M,13,27/06/98,27.933333,0,Pre Pay,Play 100,Churned,CAS30,20,13.983456,49,39.046110,5,11.115055,16.733529,0.000000,0.699173,0.796859,2.223011,74,64.144621,0.866819,80.878150,Low,-535.855379,9.359978,0.000000,6.693412,66.633412,OK,0.823874,1
K156530,M,46,28/02/96,56.266667,1,Pre Pay,Play 100,Churned,ASAD90,60,246.000000,201,449.400000,17,51.000000,239.832282,16.970160,4.100000,2.235821,3.000000,278,746.400000,2.684892,986.232282,Med,146.400000,11.591640,16.970161,112.903074,172.843074,OK,0.175256,1
K213220,M,23,15/10/97,36.433333,2,Pre Pay,Play 100,Churned,CAS30,0,0.000000,14,24.731039,9,10.630008,5.664176,0.000000,0.000000,1.766503,1.181112,23,35.361047,1.537437,41.025223,Low,-564.638953,5.000000,0.000000,2.265670,62.205670,OK,1.516279,1
K156810,M,28,15/09/97,37.433333,11,Pre Pay,Play 100,Active,ASAD170,98,286.800001,230,370.199999,0,0.000000,199.498557,8.423962,2.926531,1.609565,0.000000,328,657.000000,2.003049,856.498557,Med,57.000000,13.730594,7.826438,87.625861,147.565861,OK,0.172290,1
K213600,M,16,08/09/97,37.666667,2,Pre Pay,Play 100,Churned,CAS30,36,44.487929,20,21.514654,3,43.758618,0.688675,0.000000,1.235776,1.075733,14.586206,59,109.761201,1.860359,110.449876,Low,-490.238799,13.106312,0.000000,0.275470,60.215470,OK,0.545184,1
K156850,F,32,27/09/97,37.033333,1,Pre Pay,Play 100,Active,ASAD170,4,38.400000,366,591.000000,13,43.000000,189.258633,4.446937,9.600000,1.614754,3.307692,383,672.400000,1.755614,861.658633,Med,72.400000,6.142177,4.446936,80.150390,140.090390,OK,0.162582,1
K204500,M,21,25/12/96,46.233333,2,Pre Pay,Play 100,Churned,S50,0,0.000000,92,183.300001,22,63.000000,195.739311,1.620254,0.000000,1.992391,2.863636,114,246.300001,2.160526,442.039312,MedLow,-353.699999,5.000000,0.000000,78.295724,138.235724,OK,0.312723,1
K214280,M,18,27/11/96,47.166667,8,Pre Pay,Play 100,Churned,CAS30,1,27.600000,66,129.000000,7,14.400000,23.843299,0.000000,27.600000,1.954545,2.057143,74,171.000000,2.310811,194.843299,Low,-429.000000,8.228070,0.000000,9.537320,69.477320,OK,0.356580,1
K215640,F,32,06/01/99,21.500000,1,Pre Pay,Play 100,Churned,S50,23,43.800001,22,79.800001,61,115.800001,74.322279,0.000000,1.904348,3.627273,1.898361,106,239.400003,2.258491,313.722282,MedLow,-360.599997,8.659148,0.000000,29.728912,89.668912,OK,0.285823,1
K204330,M,25,12/03/96,55.833333,10,Pre Pay,Play 100,Churned,S50,155,287.399999,58,281.100001,33,78.000000,197.484274,6.459292,1.854194,4.846552,2.363636,246,646.500000,2.628049,843.984274,Med,46.500000,13.890951,6.459292,85.453002,145.393002,OK,0.172270,1
K219000,F,30,01/02/99,20.633333,1,Pre Pay,Play 100,Churned,S50,51,115.799999,49,77.099998,34,69.000000,65.711107,0.000000,2.270588,1.573469,2.029412,134,261.899997,1.954478,327.611104,MedLow,-338.100003,13.843070,0.000000,26.284443,86.224443,OK,0.263191,1
K221220,M,42,05/12/97,34.733333,2,Pre Pay,Play 100,Churned,S50,41,75.600000,104,231.000000,17,44.400000,61.663886,0.000000,1.843902,2.221154,2.611765,162,351.000000,2.166667,412.663886,MedLow,-249.000000,9.307692,0.000000,24.665554,84.605554,OK,0.205023,1
K247980,F,27,20/07/96,51.500000,0,Pre Pay,Play 100,Active,BS110,0,0.000000,31,258.000000,0,0.000000,40.413640,0.000000,0.000000,8.322581,0.000000,31,258.000000,8.322581,298.413640,MedLow,-342.000000,5.000000,0.000000,16.165456,76.105456,OK,0.255033,1
K220420,F,30,05/02/96,57.033333,6,Pre Pay,Play 100,Churned,BS110,93,157.199999,141,310.800001,1,7.800000,71.594780,0.000000,1.690323,2.204255,7.800000,235,475.800000,2.024681,547.394780,MedLow,-124.200000,11.607818,0.000000,28.637912,88.577912,OK,0.161817,1
K101670,M,25,11/06/98,28.466667,0,Pre Pay,Play 100,Churned,SOP20,4,38.400000,17,45.899999,24,54.000000,20.728140,0.000000,9.600000,2.700000,2.250000,45,138.299999,3.073333,159.028139,Low,-461.700001,10.553145,0.000000,8.291256,68.231256,OK,0.429051,1
K101660,M,31,12/01/97,45.633333,2,Pre Pay,Play 100,Churned,SOP10,6,40.199999,25,57.000000,9,22.800001,12.834633,0.000000,6.700000,2.280000,2.533333,40,120.000000,3.000000,132.834633,Low,-480.000000,11.700000,0.000000,5.133853,65.073853,OK,0.489886,1
K221820,M,22,09/02/97,44.700000,7,Pre Pay,Play 100,Churned,BS110,28,78.600001,91,181.199999,4,7.200000,70.470254,0.000000,2.807143,1.991209,1.800000,123,267.000000,2.170732,337.470254,MedLow,-333.000000,10.887641,0.000000,28.188102,88.128102,OK,0.261143,1
K222460,M,21,22/07/97,39.266667,1,Pre Pay,Play 100,Churned,S50,28,70.800001,165,316.800001,11,43.000000,7.944686,0.000000,2.528571,1.920000,3.909091,204,430.600002,2.110784,438.544688,MedLow,-169.399998,8.288435,0.000000,3.177874,63.117874,OK,0.143926,1
K226920,M,29,21/04/98,30.166667,11,Pre Pay,Play 100,Churned,S50,29,91.200000,15,88.800000,10,76.500001,69.695795,0.000000,3.144828,5.920000,7.650000,54,256.500001,4.750000,326.195796,MedLow,-343.499999,12.111111,0.000000,27.878318,87.818318,OK,0.269220,1
K222660,F,18,19/02/99,20.033333,2,Pre Pay,Play 100,Churned,BS110,76,188.399999,24,128.700000,26,87.600001,1.080081,0.000000,2.478947,5.362500,3.369231,126,404.700000,3.211905,405.780081,MedLow,-195.300000,14.310600,0.000000,0.432032,60.372032,OK,0.148780,1
K100960,M,25,23/12/97,34.133333,0,Pre Pay,Play 100,Churned,SOP20,31,38.005697,0,0.000000,35,49.444306,19.038970,0.000000,1.225990,0.000000,1.412694,66,87.450003,1.325000,106.488973,Low,-512.549997,13.691983,0.000000,7.615588,67.555588,OK,0.634390,1
K101540,M,29,01/01/98,33.833333,0,Pre Pay,Play 100,Churned,SOP10,22,37.800000,15,120.900001,7,13.000000,20.261166,0.000000,1.718182,8.060000,1.857143,44,171.700001,3.902273,191.961167,Low,-428.299999,9.403029,0.000000,8.104466,68.044466,OK,0.354470,1
K223880,M,24,19/07/96,51.533333,1,Pre Pay,Play 100,Churned,BS110,29,225.000000,59,154.200000,6,71.400000,7.006728,0.000000,7.758621,2.613559,11.900000,94,450.600000,4.793617,457.606728,MedLow,-149.400000,14.986684,0.000000,2.802691,62.742691,OK,0.137111,1
K101680,M,25,15/12/98,22.233333,0,Pre Pay,Play 100,Churned,SOP10,13,42.600001,40,64.500001,9,16.200001,34.986770,0.000000,3.276923,1.612500,1.800000,62,123.300003,1.988710,158.286773,Low,-476.699997,11.909976,0.000000,13.994708,73.934708,OK,0.467093,1
K224340,F,20,28/04/96,54.266667,2,Pre Pay,Play 100,Churned,S50,16,52.200001,10,89.399999,30,46.799999,30.360217,0.000000,3.262500,8.940000,1.560000,56,188.399999,3.364286,218.760216,MedLow,-411.600001,10.541401,0.000000,12.144087,72.084087,OK,0.329512,1
K100850,M,31,27/10/99,11.700000,2,Pre Pay,Play 100,Churned,SOP20,0,0.000000,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,None,-600.000000,,0.000000,0.000000,59.940000,OK,59.940000,1
K102300,M,54,19/03/97,43.433333,1,Pre Pay,Play 100,Churned,SOP10,18,41.400000,14,67.799999,5,15.000000,20.539926,0.000000,2.300000,4.842857,3.000000,37,124.199999,3.356757,144.739925,Low,-475.800001,11.666667,0.000000,8.215970,68.155970,OK,0.470886,1
K248800,F,28,05/04/99,18.533333,0,Pre Pay,Play 100,Active,BS110,1,79.800000,7,153.000000,6,14.400000,62.446082,0.000000,79.800000,21.857143,2.400000,14,247.200000,17.657143,309.646082,MedLow,-352.800000,11.456311,0.000000,24.978433,84.918433,OK,0.274244,1
K248560,F,32,01/12/99,10.533333,2,Pre Pay,Play 100,Active,BS110,31,201.600000,14,487.800000,5,11.400000,86.691272,10.839452,6.503226,34.842857,2.280000,50,700.800000,14.016000,787.491272,Med,100.800000,10.753425,10.839452,45.515961,105.455961,OK,0.133914,1
K225860,M,13,19/11/99,10.933333,1,Pre Pay,Play 100,Churned,BS110,11,46.200000,103,189.899999,4,55.200000,3.948779,0.000000,4.200000,1.843689,13.800000,118,291.299999,2.468644,295.248778,MedLow,-308.700001,8.171988,0.000000,1.579512,61.519512,OK,0.208365,1
K248740,F,26,15/10/96,48.600000,2,Pre Pay,Play 100,Active,BS110,4,46.800000,20,254.100001,9,38.400000,82.342508,0.000000,11.700000,12.705000,4.266667,33,339.300001,10.281818,421.642509,MedLow,-260.699999,7.758621,0.000000,32.937003,92.877003,OK,0.220274,1
K226840,M,46,04/09/97,37.800000,0,Pre Pay,Play 100,Churned,BS110,13,104.400001,49,74.700000,34,61.800000,72.827568,0.000000,8.030769,1.524490,1.817647,96,240.900001,2.509375,313.727569,MedLow,-359.099999,13.667497,0.000000,29.131027,89.071027,OK,0.283912,1
K227400,M,31,08/01/97,45.766667,8,Pre Pay,Play 100,Churned,BS110,17,70.800000,27,344.100000,7,17.000000,73.475327,0.000000,4.164706,12.744444,2.428571,51,431.900000,8.468627,505.375327,MedLow,-168.100000,8.278537,0.000000,29.390131,89.330131,OK,0.176760,1
K247960,F,27,26/08/99,13.766667,0,Pre Pay,Play 100,Active,BS110,0,0.000000,41,162.300000,4,25.200000,177.807490,0.000000,0.000000,3.958537,6.300000,45,187.500000,4.166667,365.307490,MedLow,-412.500000,5.000000,0.000000,71.122996,131.062996,OK,0.358774,1
K227980,M,22,07/09/98,25.533333,2,Pre Pay,Play 100,Churned,BS110,37,180.600000,106,286.500000,0,0.000000,91.918005,0.000000,4.881081,2.702830,0.000000,143,467.100000,3.266434,559.018005,MedLow,-132.900000,12.732820,0.000000,36.767202,96.707202,OK,0.172995,1
K228360,M,40,28/12/97,33.966667,9,Pre Pay,Play 100,Active,S50,18,73.200000,39,97.800000,2,63.000000,75.266421,0.000000,4.066667,2.507692,31.500000,59,234.000000,3.966102,309.266421,MedLow,-366.000000,11.256410,0.000000,30.106568,90.046568,OK,0.291162,1
K204350,F,18,28/10/99,11.666667,1,Pre Pay,Play 100,Active,ASAD170,106,171.600001,23,448.500001,61,105.000000,237.019444,12.176159,1.618868,19.500000,1.721311,190,725.100002,3.816316,962.119446,Med,125.100002,9.733140,12.176159,106.983936,166.923936,OK,0.173496,1
K204280,F,21,05/11/97,35.733333,2,Pre Pay,Play 100,Churned,ASAD90,102,277.800000,217,360.000000,9,48.000000,220.774773,11.241076,2.723529,1.658986,5.333333,328,685.800000,2.090854,906.574773,Med,85.800000,13.101487,11.241076,99.550985,159.490985,OK,0.175927,1
K204830,M,20,03/12/98,22.633333,5,Pre Pay,Play 100,Churned,ASAD90,57,208.200001,41,298.200001,31,121.200001,182.110100,3.211204,3.652632,7.273171,3.909677,129,627.600003,4.865116,809.710103,Med,27.600003,11.634799,3.211205,76.055245,135.995245,OK,0.167955,1
K212670,F,23,27/10/99,11.700000,0,Pre Pay,Play 100,Churned,CAS30,0,0.000000,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,None,-600.000000,,0.000000,0.000000,59.940000,OK,59.940000,1
K212730,F,20,03/08/97,38.866667,0,Pre Pay,Play 100,Churned,CAS30,0,0.000000,18,70.199999,5,55.800001,21.106022,0.000000,0.000000,3.900000,11.160000,23,126.000000,5.478261,147.106022,Low,-474.000000,5.000000,0.000000,8.442409,68.382409,OK,0.464851,1
K213300,M,13,16/05/99,17.166667,8,Pre Pay,Play 100,Churned,CAS30,25,51.599999,35,80.100000,17,39.000000,12.001314,0.000000,2.064000,2.288571,2.294118,77,170.699999,2.216883,182.701313,Low,-429.300001,11.045694,0.000000,4.800526,64.740526,OK,0.354352,1
K231610,M,42,06/10/96,48.900000,1,Pre Pay,Play 100,Churned,S50,2,79.800000,52,234.900001,16,39.000000,22.106731,0.000000,39.900000,4.517308,2.437500,70,353.700001,5.052857,375.806732,MedLow,-246.299999,9.512299,0.000000,8.842692,68.782692,OK,0.183027,1
K232440,F,49,07/02/97,44.766667,8,Pre Pay,Play 100,Churned,S50,8,55.200000,152,252.000000,20,34.800000,75.179151,0.000000,6.900000,1.657895,1.740000,180,342.000000,1.900000,417.179151,MedLow,-258.000000,8.228070,0.000000,30.071660,90.011660,OK,0.215763,1
K232660,M,14,25/06/96,52.333333,1,Pre Pay,Play 100,Churned,BS110,5,217.800000,79,168.000000,13,53.400000,88.999825,0.000000,43.560000,2.126582,4.107692,97,439.200000,4.527835,528.199825,MedLow,-160.800000,14.918033,0.000000,35.599930,95.539930,OK,0.180878,1
K244180,F,50,18/05/98,29.266667,0,Pre Pay,Play 100,Active,BS110,0,0.000000,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,None,-600.000000,,0.000000,0.000000,59.940000,OK,59.940000,1
K232730,F,28,13/01/96,57.800000,2,Pre Pay,Play 100,Churned,S50,3,177.000000,53,217.499999,14,26.499999,14.598115,0.000000,59.000000,4.103774,1.892857,70,420.999998,6.014286,435.598113,MedLow,-179.000002,13.408551,0.000000,5.839246,65.779246,OK,0.151009,1
K101250,M,44,03/02/97,44.900000,2,Pre Pay,Play 100,Churned,SOP20,25,16.698058,37,32.102604,23,15.757323,10.146549,0.000000,0.667922,0.867638,0.685101,85,64.557985,0.759506,74.704534,Low,-535.442015,10.173042,0.000000,4.058620,63.998620,OK,0.856690,1
K244220,F,34,08/09/97,37.666667,11,Pre Pay,Play 100,Active,BS110,7,22.200000,46,78.600001,9,20.000000,32.535296,0.000000,3.171429,1.708696,2.222222,62,120.800001,1.948387,153.335297,Low,-479.199999,8.675497,0.000000,13.014118,72.954118,OK,0.475782,1
K102420,M,59,28/01/98,32.933333,0,Pre Pay,Play 100,Churned,SOP20,16,26.955674,26,18.498992,35,34.883813,0.163438,0.000000,1.684730,0.711500,0.996680,77,80.338479,1.043357,80.501917,Low,-519.661521,11.710526,0.000000,0.065375,60.005375,OK,0.745391,1
K217150,F,45,16/09/98,25.233333,0,Pre Pay,Play 100,Churned,BS110,44,86.399999,25,98.399999,4,7.800000,55.966088,0.000000,1.963636,3.936000,1.950000,73,192.599998,2.638356,248.566086,MedLow,-407.400002,13.971963,0.000000,22.386435,82.326435,OK,0.331205,1
K102430,M,56,07/05/97,41.800000,2,Pre Pay,Play 100,Churned,SOP20,34,67.800000,20,68.400000,4,23.400000,50.181432,0.000000,1.994118,3.420000,5.850000,58,159.600000,2.751724,209.781432,Low,-440.400000,13.496241,0.000000,20.072573,80.012573,OK,0.381409,1
K239280,M,12,11/07/99,15.300000,0,Pre Pay,Play 100,Churned,S50,99,167.399999,79,168.600001,2,39.600000,73.800564,0.000000,1.690909,2.134177,19.800000,180,375.600000,2.086667,449.400564,MedLow,-224.400000,13.913738,0.000000,29.520226,89.460226,OK,0.199066,1
K218730,M,17,20/04/98,30.200000,2,Pre Pay,Play 100,Churned,S50,70,124.200000,64,193.500000,45,79.800000,32.266319,0.000000,1.774286,3.023437,1.773333,179,397.500000,2.220670,429.766319,MedLow,-202.500000,11.249057,0.000000,12.906528,72.846528,OK,0.169503,1
K241450,F,23,18/09/99,13.000000,0,Pre Pay,Play 100,Churned,BS110,20,109.800001,106,332.100002,15,62.400000,19.198089,0.000000,5.490000,3.133019,4.160000,141,504.300003,3.576596,523.498092,Med,-95.699997,9.354551,0.000000,7.679236,67.619236,OK,0.129168,1
K219070,F,19,21/05/99,17.000000,2,Pre Pay,Play 100,Churned,S50,89,157.200000,3,231.300000,47,84.600000,79.798212,0.000000,1.766292,77.100000,1.800000,139,473.100000,3.403597,552.898212,MedLow,-126.900000,11.645529,0.000000,31.919285,91.859285,OK,0.166141,1
K240610,M,17,21/09/99,12.900000,2,Pre Pay,Play 100,Churned,S50,55,175.800000,37,326.400000,12,45.600000,158.904958,0.000000,3.196364,8.821622,3.800000,104,547.800000,5.267308,706.704958,Med,-52.200000,11.418401,0.000000,63.561983,123.501983,OK,0.174757,1
K240660,F,35,08/08/99,14.366667,0,Pre Pay,Play 100,Churned,S50,32,113.400001,6,11.100000,94,169.200000,23.207562,0.000000,3.543750,1.850000,1.800000,132,293.700001,2.225000,316.907563,MedLow,-306.299999,12.722166,0.000000,9.283025,69.223025,OK,0.218433,1
K240540,F,39,08/08/99,14.366667,4,Pre Pay,Play 100,Churned,BS110,10,100.800000,91,292.800000,75,184.200000,3.770765,0.000000,10.080000,3.217582,2.456000,176,577.800000,3.282955,581.570765,Med,-22.200000,8.489097,0.000000,1.508306,61.448306,OK,0.105659,1
K240140,M,13,25/07/99,14.833333,1,Pre Pay,Play 100,Churned,BS110,33,96.000000,211,427.200000,17,53.000000,150.546668,0.000000,2.909091,2.024645,3.117647,261,576.200000,2.207663,726.746668,Med,-23.800000,8.332176,0.000000,60.218667,120.158667,OK,0.165338,1
K240080,F,15,25/08/99,13.800000,1,Pre Pay,Play 100,Churned,BS110,125,261.000000,13,347.100000,0,0.000000,14.319650,1.420725,2.088000,26.700000,0.000000,138,608.100000,4.406522,622.419650,Med,8.100000,13.584114,1.100313,6.828173,66.768173,OK,0.107272,1
K239960,F,19,02/09/99,13.533333,1,Pre Pay,Play 100,Active,BS110,42,65.400000,68,309.000000,27,47.000000,13.058680,0.000000,1.557143,4.544118,1.740741,137,421.400000,3.075912,434.458680,MedLow,-178.600000,8.103939,0.000000,5.223472,65.163472,OK,0.149988,1
K239320,F,32,04/09/99,13.466667,1,Pre Pay,Play 100,Churned,BS110,89,211.800000,45,218.100001,7,74.400000,84.171944,0.000000,2.379775,4.846667,10.628571,141,504.300001,3.576596,588.471945,Med,-95.699999,13.399762,0.000000,33.668778,93.608778,OK,0.159071,1
K241130,M,20,04/09/99,13.466667,2,Pre Pay,Play 100,Churned,BS110,11,79.800000,14,129.300001,6,13.800000,40.544236,0.000000,7.254545,9.235714,2.300000,31,222.900001,7.190323,263.444237,MedLow,-377.099999,12.160161,0.000000,16.217694,76.157694,OK,0.289085,1
K241880,F,51,03/08/99,14.533333,2,Pre Pay,Play 100,Churned,BS110,2,116.400000,32,378.300001,8,19.200001,140.282939,0.000000,58.200000,11.821875,2.400000,42,513.900002,12.235714,654.182941,Med,-86.099998,9.530064,0.000000,56.113176,116.053176,OK,0.177402,1
K102290,M,64,28/06/99,15.733333,8,Pre Pay,Play 100,Churned,SOP20,0,0.000000,26,41.700000,13,46.800001,10.352435,0.000000,0.000000,1.603846,3.600000,39,88.500001,2.269231,98.852436,Low,-511.499999,5.000000,0.000000,4.140974,64.080974,OK,0.648249,1
K226570,F,35,03/09/97,37.833333,1,Pre Pay,Play 100,Churned,BS110,43,147.600000,64,320.100000,2,23.400000,94.536339,0.000000,3.432558,5.001563,11.700000,109,491.100000,4.505505,585.636339,MedLow,-108.900000,11.010996,0.000000,37.814536,97.754536,OK,0.166920,1
K226590,M,23,05/09/96,49.933333,5,Pre Pay,Play 100,Churned,S50,21,157.800001,87,137.100000,16,61.800001,55.721218,0.000000,7.514286,1.575862,3.862500,124,356.700002,2.876613,412.421220,MedLow,-243.299998,13.847771,0.000000,22.288487,82.228487,OK,0.199380,1
K226810,F,25,03/03/96,56.133333,7,Pre Pay,Play 100,Churned,BS110,14,74.400000,58,162.299999,21,33.600000,31.890814,0.000000,5.314286,2.798276,1.600000,93,270.299999,2.906452,302.190813,MedLow,-329.700001,10.504994,0.000000,12.756326,72.696326,OK,0.240564,1
K244510,F,28,22/06/98,28.100000,11,Pre Pay,Play 100,Active,BS110,21,25.332046,21,21.807586,23,20.375776,0.495006,0.000000,1.206288,1.038456,0.885903,65,67.515408,1.038699,68.010414,Low,-532.484592,12.504078,0.000000,0.198002,60.138002,OK,0.884247,1
K244210,F,27,22/04/99,17.966667,1,Pre Pay,Play 100,Active,BS110,12,20.972835,34,26.470567,18,9.366509,12.104170,0.000000,1.747736,0.778546,0.520362,64,56.809911,0.887655,68.914081,Low,-543.190089,12.383513,0.000000,4.841668,64.781668,OK,0.940035,1
K156200,F,55,10/03/99,19.400000,2,Pre Pay,Play 100,Active,ASAD170,114,231.600000,106,438.899999,15,43.000000,184.040878,13.043354,2.031579,4.140566,2.866667,235,713.499999,3.036170,897.540877,Med,113.499999,11.491941,13.043353,86.659704,146.599704,OK,0.163335,1
