고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,이탈여부,핸드셋,주간통화횟수,주간통화시간_분,야간통화횟수,야간통화시간_분,주말통화횟수,주말통화시간_분,국제통화시간_분,국내통화요금_분,평균주간통화시간,평균야간통화시간,평균주말통화시간,국내통화횟수,국내통화시간_분,평균국내통화시간,총통화시간_분
"K381760","남",37,"27/07/96",51.266667,1,"선불","Play 100","유지","S80",86,136.800000,167,382.500000,7,11.500001,69.163308,0,1.590698,2.290419,1.642857,260,530.800001,2.041538,599.963309
"K381890","여",20,"12/02/97",44.600000,10,"선불","Play 100","유지","CAS60",86,208.800000,10,295.200000,8,16.800000,85.955603,0,2.427907,29.520000,2.100000,104,520.800000,5.007692,606.755603
"K382050","남",67,"15/01/99",21.200000,2,"선불","Play 100","유지","S80",0,0.000000,40,390.300000,50,112.200000,18.556083,0,0.000000,9.757500,2.244000,90,502.500000,5.583333,521.056083
"K382170","남",14,"09/12/98",22.433333,9,"선불","Play 100","유지","S80",34,115.800000,173,468.600000,2,21.000000,92.480038,0,3.405882,2.708671,10.500000,209,605.400000,2.896651,697.880038
"K382330","여",24,"10/10/97",36.600000,10,"선불","Play 100","이탈","ASAD90",27,120.600000,201,418.500000,6,72.000000,99.819093,0,4.466667,2.082090,12.000000,234,611.100000,2.611538,710.919093
"K382540","여",19,"15/08/98",26.300000,1,"선불","Play 100","이탈","ASAD90",7,61.200001,86,428.399999,7,142.799999,28.533008,2,8.742857,4.981395,20.400000,100,632.399999,6.324000,660.933007
"K382580","남",16,"18/10/99",12.000000,5,"선불","Play 100","유지","CAS60",16,47.400001,236,487.200000,0,0.000000,22.517689,0,2.962500,2.064407,0.000000,252,534.600001,2.121429,557.117690
"K382770","남",24,"26/02/98",31.966667,0,"선불","Play 100","유지","S80",15,145.800000,351,578.100001,11,21.599999,38.350921,12,9.720000,1.647009,1.963636,377,745.500000,1.977454,783.850921
"K383150","남",33,"23/07/99",14.900000,10,"선불","Play 100","유지","CAS60",77,241.800001,205,410.699999,2,18.600000,13.375495,8,3.140260,2.003415,9.300000,284,671.100000,2.363028,684.475495
"K383160","남",63,"14/10/99",12.133333,0,"선불","Play 100","이탈","ASAD90",3,95.400000,180,563.099999,1,3.600000,85.791526,4,31.800000,3.128333,3.600000,184,662.099999,3.598370,747.891525
"K383440","남",28,"18/10/99",12.000000,0,"선불","Play 100","유지","S80",18,95.400000,183,498.900000,32,61.000000,11.113733,4,5.300000,2.726230,1.906250,233,655.300000,2.812446,666.413733
"K383490","여",30,"15/01/97",45.533333,0,"선불","Play 100","유지","ASAD90",33,231.600000,131,467.100001,1,5.000000,24.039260,12,7.018182,3.565649,5.000000,165,703.700001,4.264848,727.739261
"K383700","남",30,"05/08/99",14.466667,0,"선불","Play 100","유지","S80",10,78.000000,94,408.600001,37,58.800000,51.165320,0,7.800000,4.346809,1.589189,141,545.400001,3.868085,596.565321
"K383710","여",30,"17/11/98",23.166667,2,"선불","Play 100","유지","WC95",29,214.200001,145,486.900000,8,14.400001,74.025983,12,7.386207,3.357931,1.800000,182,715.500002,3.931319,789.525985
"K383820","여",27,"10/07/99",15.333333,0,"선불","Play 100","유지","CAS60",32,132.000000,254,426.899999,13,43.200000,36.225226,0,4.125000,1.680709,3.323077,299,602.099999,2.013712,638.325225
"K383830","남",21,"28/05/96",53.266667,2,"선불","Play 100","유지","CAS60",9,111.000000,67,382.200000,4,72.599998,8.826563,0,12.333333,5.704478,18.150000,80,565.799998,7.072500,574.626561
"K383890","여",21,"04/04/97",42.900000,1,"선불","Play 100","유지","WC95",45,155.400000,193,364.799999,8,51.600000,48.418810,0,3.453333,1.890155,6.450000,246,571.799999,2.324390,620.218809
"K383960","남",51,"26/07/98",26.966667,0,"선불","Play 100","유지","S80",44,214.800000,10,262.500000,18,36.000000,19.907743,0,4.881818,26.250000,2.000000,72,513.300000,7.129167,533.207743
"K384150","남",36,"14/08/98",26.333333,1,"선불","Play 100","유지","S80",38,199.800001,46,340.500001,16,29.000000,14.522924,0,5.257895,7.402174,1.812500,100,569.300002,5.693000,583.822926
"K384180","남",27,"06/10/98",24.566667,0,"선불","Play 100","이탈","ASAD90",30,156.600000,148,459.300000,28,48.600000,44.911698,6,5.220000,3.103378,1.735714,206,664.500000,3.225728,709.411698
"K384260","여",16,"07/07/98",27.600000,2,"선불","Play 100","이탈","ASAD90",8,127.199999,69,363.300000,25,41.499999,88.436423,0,15.900000,5.265217,1.660000,102,531.999998,5.215686,620.436421
"K384270","남",43,"15/10/98",24.266667,0,"선불","Play 100","유지","S80",20,274.800001,169,328.500000,13,53.400001,47.453274,7,13.740000,1.943787,4.107692,202,656.700002,3.250990,704.153276
"K384310","여",23,"26/02/99",19.800000,1,"선불","Play 100","이탈","ASAD90",12,100.200000,195,473.700000,21,56.399999,92.849557,2,8.350000,2.429231,2.685714,228,630.299999,2.764474,723.149556
"K384320","여",26,"24/06/99",15.866667,0,"선불","Play 100","이탈","ASAD90",58,246.600000,197,315.899999,75,113.400000,42.598594,9,4.251724,1.603553,1.512000,330,675.899999,2.048182,718.498593
"K384350","여",28,"22/07/97",39.266667,1,"선불","Play 100","유지","WC95",10,144.000000,252,488.700000,11,20.000000,36.311566,4,14.400000,1.939286,1.818182,273,652.700000,2.390842,689.011566
"K384360","여",27,"26/10/98",23.900000,1,"선불","Play 100","유지","WC95",4,136.800000,210,488.699999,16,66.599999,3.694214,8,34.200000,2.327143,4.162500,230,692.099998,3.009130,695.794212
"K384410","여",12,"03/10/96",49.000000,2,"선불","Play 100","이탈","ASAD90",20,70.200000,232,448.800000,1,4.200000,49.820271,0,3.510000,1.934483,4.200000,253,523.200000,2.067984,573.020271
"K384530","여",27,"18/02/99",20.066667,1,"선불","Play 100","이탈","ASAD90",2,103.200000,206,356.700001,23,61.000000,48.064317,0,51.600000,1.731553,2.652174,231,520.900001,2.254978,568.964318
"K384610","남",55,"20/02/96",56.533333,2,"선불","Play 100","이탈","ASAD90",82,270.000000,58,201.599999,13,86.400001,13.599609,0,3.292683,3.475862,6.646154,153,558.000000,3.647059,571.599609
"K384720","여",36,"28/03/99",18.800000,5,"선불","Play 100","유지","WC95",45,169.800000,244,423.000000,10,28.000000,91.750304,2,3.773333,1.733607,2.800000,299,620.800000,2.076254,712.550304
"K384790","남",50,"03/03/96",56.133333,0,"선불","Play 100","이탈","ASAD90",11,47.399999,86,648.000000,7,16.200000,83.046483,7,4.309091,7.534884,2.314286,104,711.599999,6.842308,794.646482
"K384890","여",62,"14/02/99",20.200000,0,"선불","Play 100","유지","WC95",31,342.000000,38,285.000000,11,88.200000,57.637259,16,11.032258,7.500000,8.018182,80,715.200000,8.940000,772.837259
"K384920","남",19,"14/04/99",18.233333,1,"선불","Play 100","유지","S80",8,195.600000,200,378.899999,9,21.000000,89.714282,0,24.450000,1.894500,2.333333,217,595.499999,2.744240,685.214281
"K385070","남",28,"17/02/97",44.433333,2,"선불","Play 100","유지","S80",15,46.200000,151,580.200000,8,13.800000,29.703769,2,3.080000,3.842384,1.725000,174,640.200000,3.679310,669.903769
"K385260","여",15,"02/10/97",36.866667,2,"선불","Play 100","유지","WC95",65,227.400000,110,436.800000,2,37.500000,30.811638,11,3.498462,3.970909,18.750000,177,701.700000,3.964407,732.511638
"K385330","남",20,"25/04/96",54.366667,10,"선불","Play 100","이탈","ASAD90",11,67.200001,254,583.799999,4,27.599999,15.534242,5,6.109091,2.298425,6.900000,269,678.599999,2.522677,694.134241
"K385620","남",56,"12/11/97",35.500000,2,"선불","Play 100","유지","CAS60",62,210.000000,76,201.300000,26,114.600001,25.608099,0,3.387097,2.648684,4.407692,164,525.900001,3.206707,551.508100
"K385670","여",40,"06/09/99",13.400000,0,"선불","Play 100","유지","CAS60",35,117.599999,198,510.599999,38,99.500001,14.848038,10,3.360000,2.578788,2.618421,271,727.699999,2.685240,742.548037
"K385700","여",33,"19/01/98",33.233333,2,"선불","Play 100","유지","CAS60",27,102.600000,1,352.200000,31,61.200000,4.256088,0,3.800000,352.200000,1.974194,59,516.000000,8.745763,520.256088
"K385730","남",28,"27/09/99",12.700000,5,"선불","Play 100","이탈","ASAD90",45,244.800000,37,286.200000,7,39.000000,74.839236,0,5.440000,7.735135,5.571429,89,570.000000,6.404494,644.839236
"K385800","남",44,"07/04/97",42.800000,1,"선불","Play 100","유지","S80",67,227.400000,202,345.300000,1,15.000000,48.818183,0,3.394030,1.709406,15.000000,270,587.700000,2.176667,636.518183
"K385820","여",49,"08/02/99",20.400000,1,"선불","Play 100","유지","WC95",5,214.800001,84,417.599999,23,34.800001,62.013682,7,42.960000,4.971429,1.513044,112,667.200001,5.957143,729.213683
"K385830","여",14,"13/04/97",42.600000,8,"선불","Play 100","유지","WC95",28,99.600001,90,429.300000,26,40.200000,1.335432,0,3.557143,4.770000,1.546154,144,569.100001,3.952083,570.435433
"K385900","남",36,"15/01/99",21.200000,2,"선불","Play 100","이탈","ASAD90",51,219.599999,16,307.800001,13,24.000000,31.270089,0,4.305882,19.237500,1.846154,80,551.400000,6.892500,582.670089
"K385940","여",30,"04/07/98",27.700000,1,"선불","Play 100","유지","CAS60",27,93.600000,167,493.800000,2,22.200000,77.073291,0,3.466667,2.956886,11.100000,196,609.600000,3.110204,686.673291
"K386640","여",24,"22/05/99",16.966667,7,"선불","Play 100","유지","CAS60",54,198.600000,140,492.000000,1,4.200000,84.024766,10,3.677778,3.514286,4.200000,195,694.800000,3.563077,778.824766
"K386670","여",20,"02/02/96",57.133333,0,"선불","Play 100","유지","CAS60",4,111.600000,71,516.899999,5,96.500001,35.456343,10,27.900000,7.280282,19.300000,80,725.000000,9.062500,760.456343
"K386680","남",47,"12/06/98",28.433333,0,"선불","Play 100","이탈","ASAD90",5,61.800000,201,621.000000,0,0.000000,62.679840,5,12.360000,3.089552,0.000000,206,682.800000,3.314563,745.479840
"K386710","남",30,"25/07/97",39.166667,1,"선불","Play 100","이탈","ASAD90",73,256.800000,96,293.700001,6,15.600000,43.836988,0,3.517808,3.059375,2.600000,175,566.100001,3.234857,609.936989
"K386730","남",19,"22/10/97",36.200000,1,"선불","Play 100","이탈","ASAD90",49,177.000000,14,277.499999,24,89.500002,8.815192,0,3.612245,19.821429,3.729167,87,544.000001,6.252874,552.815193
"K386750","여",30,"07/10/97",36.700000,0,"선불","Play 100","유지","WC95",49,313.200001,42,289.500001,38,75.600000,51.500664,11,6.391837,6.892857,1.989474,129,678.300002,5.258140,729.800666
"K386800","남",40,"13/10/96",48.666667,6,"선불","Play 100","이탈","ASAD90",22,247.200000,178,354.599999,12,53.500001,1.478311,6,11.236364,1.992135,4.458333,212,655.300000,3.091038,656.778311
"K386850","여",49,"21/12/98",22.033333,0,"선불","Play 100","유지","WC95",25,97.200001,97,506.400001,75,119.400001,81.566451,9,3.888000,5.220619,1.592000,197,723.000003,3.670051,804.566454
"K387110","남",13,"08/12/96",46.800000,1,"선불","Play 100","유지","S80",67,225.000000,33,385.200000,26,54.000000,52.530523,7,3.358209,11.672727,2.076923,126,664.200000,5.271429,716.730523
"K387410","여",25,"03/01/97",45.933333,1,"선불","Play 100","유지","WC95",4,229.800000,185,420.600000,49,83.400000,26.789372,15,57.450000,2.273514,1.702041,238,733.800000,3.083193,760.589372
"K387450","여",45,"18/05/97",41.433333,8,"선불","Play 100","유지","WC95",1,60.000000,201,504.900000,12,78.600001,64.055813,2,60.000000,2.511940,6.550000,214,643.500001,3.007009,707.555814
"K387520","남",35,"23/08/98",26.033333,6,"선불","Play 300","유지","S80",122,212.400000,247,545.400000,6,33.600000,22.308800,0,1.740984,2.208097,5.600000,375,791.400000,2.110400,813.708800
"K387790","남",24,"28/12/98",21.800000,2,"선불","Play 300","유지","CAS60",293,639.000000,82,579.300000,48,87.500000,0.723296,0,2.180887,7.064634,1.822917,423,1305.800000,3.086998,1306.523296
"K387840","남",26,"12/10/97",36.533333,10,"선불","Play 300","유지","S80",307,483.000000,217,537.900000,1,3.600000,81.645150,0,1.573290,2.478802,3.600000,525,1024.500000,1.951429,1106.145150
"K387920","남",47,"04/06/96",53.033333,1,"선불","Play 300","유지","CAS60",245,615.600001,233,567.600001,0,0.000000,71.574258,0,2.512653,2.436052,0.000000,478,1183.200002,2.475314,1254.774260
"K387990","남",20,"11/12/96",46.700000,1,"선불","Play 300","유지","S80",41,64.200000,139,738.300001,56,99.000000,47.719818,0,1.565854,5.311511,1.767857,236,901.500001,3.819915,949.219819
"K388070","여",35,"22/06/96",52.433333,1,"선불","Play 300","유지","WC95",101,195.000000,133,516.300001,51,102.000000,13.310088,0,1.930693,3.881955,2.000000,285,813.300001,2.853684,826.610089
"K388290","여",44,"19/09/99",12.966667,0,"선불","Play 300","유지","WC95",245,577.800000,218,501.899999,3,116.400000,52.340151,0,2.358367,2.302294,38.800000,466,1196.099999,2.566738,1248.440150
"K388340","여",48,"18/10/97",36.333333,1,"선불","Play 300","유지","WC95",99,264.000000,110,442.799999,33,57.000000,26.976939,0,2.666667,4.025455,1.727273,242,763.799999,3.156198,790.776938
"K388430","여",33,"12/03/97",43.666667,1,"선불","Play 300","유지","CAS60",170,377.400000,102,387.900000,10,20.400000,83.654858,0,2.220000,3.802941,2.040000,282,785.700000,2.786170,869.354858
"K388730","남",14,"15/01/99",21.200000,1,"선불","Play 300","유지","S80",265,493.200000,234,369.600000,75,142.200000,62.338096,0,1.861132,1.579487,1.896000,574,1005.000000,1.750871,1067.338096
"K388820","남",26,"31/07/99",14.633333,0,"선불","Play 300","유지","S80",129,260.400000,153,470.700000,22,47.000000,91.857451,0,2.018605,3.076471,2.136364,304,778.100000,2.559539,869.957451
"K388860","여",22,"20/05/97",41.366667,0,"선불","Play 300","유지","WC95",51,81.599999,284,899.099999,3,42.000000,31.609818,0,1.600000,3.165845,14.000000,338,1022.699998,3.025740,1054.309816
"K388980","남",30,"11/09/98",25.400000,1,"선불","Play 300","유지","CAS60",128,267.000000,207,542.400001,2,5.500000,47.682356,0,2.085938,2.620290,2.750000,337,814.900001,2.418101,862.582357
"K389070","남",44,"17/05/96",53.633333,9,"선불","Play 300","이탈","ASAD90",211,391.799999,255,509.700000,34,64.500001,92.471203,0,1.856872,1.998824,1.897059,500,966.000000,1.932000,1058.471203
"K389110","여",41,"06/04/98",30.666667,0,"선불","Play 300","유지","WC95",103,237.000000,13,715.199999,23,98.400001,92.835023,0,2.300971,55.015385,4.278261,139,1050.600000,7.558273,1143.435023
"K389340","여",24,"04/08/99",14.500000,0,"선불","Play 300","유지","WC95",76,117.000000,172,730.200000,10,35.400000,72.256731,0,1.539474,4.245349,3.540000,258,882.600000,3.420930,954.856731
"K389640","남",18,"26/08/97",38.100000,1,"선불","Play 300","유지","S80",187,496.799999,141,542.700001,5,10.000000,70.964625,0,2.656684,3.848936,2.000000,333,1049.500000,3.151652,1120.464625
"K389700","여",47,"07/07/96",51.933333,0,"선불","Play 300","유지","WC95",223,389.399999,172,487.800000,38,77.399999,15.555241,0,1.746188,2.836047,2.036842,433,954.599998,2.204619,970.155239
"K389860","여",52,"28/01/99",20.766667,1,"선불","Play 300","유지","WC95",397,621.000000,89,819.900001,28,42.500001,27.443828,0,1.564232,9.212360,1.517857,514,1483.400002,2.885992,1510.843830
"K390110","여",15,"02/08/97",38.900000,0,"선불","Play 300","유지","WC95",118,261.000000,25,335.699999,16,172.000000,28.582212,0,2.211864,13.428000,10.750000,159,768.699999,4.834591,797.282211
"K390220","남",34,"23/07/97",39.233333,2,"선불","Play 300","유지","S80",148,405.600001,145,554.399999,4,13.800000,86.941140,0,2.740541,3.823448,3.450000,297,973.800000,3.278788,1060.741140
"K390400","남",15,"06/02/99",20.466667,2,"선불","Play 300","이탈","ASAD90",243,588.000000,249,677.400000,21,54.000000,14.045226,0,2.419753,2.720482,2.571429,513,1319.400000,2.571930,1333.445226
"K390430","남",40,"27/09/97",37.033333,0,"선불","Play 300","유지","S80",179,431.400000,245,411.000000,53,83.500000,51.557086,0,2.410056,1.677551,1.575472,477,925.900000,1.941090,977.457086
"K390610","여",26,"17/06/96",52.600000,1,"선불","Play 300","이탈","ASAD90",74,194.400001,63,634.500000,6,14.400001,68.826993,0,2.627027,10.071429,2.400000,143,843.300002,5.897203,912.126995
"K390890","여",20,"31/03/98",30.866667,1,"선불","Play 300","유지","WC95",125,222.600000,275,438.000000,51,90.000000,69.039761,0,1.780800,1.592727,1.764706,451,750.600000,1.664302,819.639761
"K390900","남",15,"16/06/98",28.300000,7,"선불","Play 300","유지","S80",123,320.400000,349,569.100000,57,131.400000,94.559729,0,2.604878,1.630659,2.305263,529,1020.900000,1.929868,1115.459729
"K390960","남",23,"21/12/99",9.866667,0,"선불","Play 300","유지","S80",64,126.000000,424,665.700000,20,92.400000,45.578939,0,1.968750,1.570047,4.620000,508,884.100000,1.740354,929.678939
"K391000","남",33,"16/03/97",43.533333,11,"선불","Play 300","유지","CAS60",211,345.000000,75,378.600000,29,79.500001,49.798473,0,1.635071,5.048000,2.741379,315,803.100001,2.549524,852.898474
"K391010","남",34,"13/08/97",38.533333,2,"선불","Play 300","이탈","ASAD90",302,526.800000,267,487.500001,39,69.000000,63.725559,0,1.744371,1.825843,1.769231,608,1083.300001,1.781743,1147.025560
"K391080","여",18,"25/07/97",39.166667,2,"선불","Play 300","유지","CAS60",132,362.400000,42,382.200001,15,66.000000,54.394281,0,2.745455,9.100000,4.400000,189,810.600001,4.288889,864.994282
"K391090","여",13,"10/07/96",51.833333,0,"선불","Play 300","이탈","ASAD90",241,402.000000,191,675.900000,11,19.800001,37.432418,0,1.668050,3.538743,1.800000,443,1097.700001,2.477878,1135.132419
"K391130","남",36,"19/05/97",41.400000,2,"선불","Play 300","유지","S80",262,486.000000,92,513.299999,14,27.600001,88.114018,0,1.854962,5.579348,1.971429,368,1026.900000,2.790489,1115.014018
"K391330","남",31,"03/06/99",16.566667,10,"선불","Play 300","유지","S80",72,190.800000,74,549.300000,1,16.800000,1.013835,0,2.650000,7.422973,16.800000,147,756.900000,5.148980,757.913835
"K391350","여",38,"04/05/96",54.066667,4,"선불","Play 300","유지","WC95",137,238.200000,166,521.699999,8,43.500000,26.757387,0,1.738686,3.142771,5.437500,311,803.399999,2.583280,830.157386
"K391410","여",14,"06/03/99",19.533333,1,"선불","Play 300","이탈","ASAD90",112,198.000000,311,572.700000,26,57.600000,65.258674,0,1.767857,1.841479,2.215385,449,828.300000,1.844766,893.558674
"K391470","남",64,"12/03/98",31.500000,11,"선불","Play 300","이탈","ASAD90",105,204.600000,76,695.400000,5,26.400000,59.151465,0,1.948571,9.150000,5.280000,186,926.400000,4.980645,985.551465
"K391540","남",41,"15/07/98",27.333333,0,"선불","Play 300","유지","CAS60",203,324.000000,272,570.900001,0,0.000000,91.867354,0,1.596059,2.098897,0.000000,475,894.900001,1.884000,986.767355
"K391550","남",33,"20/07/97",39.333333,9,"선불","Play 300","유지","S80",125,354.600000,133,450.900000,44,69.000000,50.570801,0,2.836800,3.390226,1.568182,302,874.500000,2.895695,925.070801
"K391590","남",38,"07/03/96",56.000000,1,"선불","Play 300","이탈","ASAD90",106,181.200001,23,543.600000,4,113.400000,71.618487,0,1.709434,23.634783,28.350000,133,838.200001,6.302256,909.818488
"K391690","남",62,"08/10/99",12.333333,1,"선불","Play 300","이탈","ASAD90",211,317.400000,104,422.700000,28,60.000000,79.031741,0,1.504265,4.064423,2.142857,343,800.100000,2.332653,879.131741
"K391840","남",14,"14/01/96",57.766667,5,"선불","Play 300","유지","CAS60",311,474.000000,213,498.600000,5,12.000000,44.175794,0,1.524116,2.340845,2.400000,529,984.600000,1.861248,1028.775794
"K391900","여",43,"18/01/99",21.100000,0,"선불","Play 300","유지","WC95",217,452.400001,230,636.900001,14,28.800000,28.049947,0,2.084793,2.769130,2.057143,461,1118.100002,2.425380,1146.149949
"K391910","남",45,"02/03/99",19.666667,1,"선불","Play 300","유지","CAS60",120,309.000000,113,740.100000,1,6.500000,54.441667,0,2.575000,6.549558,6.500000,234,1055.600000,4.511111,1110.041667
"K391960","여",47,"22/10/98",24.033333,0,"선불","Play 300","유지","WC95",5,83.399999,164,606.000000,50,87.000000,6.427389,0,16.680000,3.695122,1.740000,219,776.399999,3.545205,782.827388
"K391970","남",35,"15/07/98",27.333333,0,"선불","Play 300","유지","S80",90,393.600000,222,404.100000,68,105.000000,3.309190,0,4.373333,1.820270,1.544118,380,902.700000,2.375526,906.009190
"K392420","여",42,"02/11/97",35.833333,0,"선불","Play 300","이탈","WC95",134,399.000000,42,396.300000,13,29.000000,65.499738,0,2.977612,9.435714,2.230769,189,824.300000,4.361376,889.799738
"K392460","여",31,"31/10/99",11.566667,1,"선불","Play 300","유지","CAS60",95,360.600001,233,428.399999,36,85.000000,3.934564,0,3.795789,1.838627,2.361111,364,874.000000,2.401099,877.934564
"K392470","여",25,"26/01/96",57.366667,1,"선불","Play 300","이탈","ASAD90",22,270.000000,264,468.899999,4,38.500000,75.325498,0,12.272727,1.776136,9.625000,290,777.399999,2.680690,852.725497
"K392560","남",22,"08/08/98",26.533333,4,"선불","Play 300","유지","S80",52,270.000000,319,531.299999,4,19.200000,43.655248,0,5.192308,1.665517,4.800000,375,820.499999,2.188000,864.155247
"K392730","남",34,"18/05/98",29.266667,7,"선불","Play 300","유지","S80",71,604.199999,213,575.700000,70,111.600000,86.300445,0,8.509859,2.702817,1.594286,354,1291.499999,3.648305,1377.800444
"K392820","여",29,"12/07/99",15.266667,1,"선불","Play 300","이탈","ASAD90",95,275.400001,142,567.300000,11,101.500000,94.511346,0,2.898947,3.995070,9.227273,248,944.200001,3.807258,1038.711347
"K392880","여",16,"07/08/96",50.900000,2,"선불","Play 300","이탈","ASAD90",91,297.000000,195,555.900000,3,45.500000,32.355233,0,3.263736,2.850769,15.166667,289,898.400000,3.108651,930.755233
"K392910","여",16,"21/08/97",38.266667,9,"선불","Play 300","이탈","ASAD90",40,389.399999,339,648.000000,16,60.600001,43.181790,0,9.735000,1.911504,3.787500,395,1098.000000,2.779747,1141.181790
"K392950","남",57,"01/12/98",22.700000,9,"선불","Play 300","유지","CAS60",39,204.600001,197,548.100000,1,3.600000,5.141321,0,5.246154,2.782234,3.600000,237,756.300001,3.191139,761.441322
"K392990","여",51,"12/08/99",14.233333,10,"선불","Play 300","이탈","WC95",87,351.600001,189,582.600001,25,100.000000,15.487909,0,4.041379,3.082540,4.000000,301,1034.200002,3.435880,1049.687911
"K393090","남",15,"27/02/98",31.933333,2,"선불","Play 300","이탈","ASAD90",33,181.800001,287,482.700000,95,164.400000,57.383749,0,5.509091,1.681882,1.730526,415,828.900001,1.997349,886.283750
"K393110","여",43,"25/06/97",40.166667,1,"선불","Play 300","이탈","WC95",79,429.000000,72,547.200001,22,63.000000,47.012803,0,5.430380,7.600000,2.863636,173,1039.200001,6.006936,1086.212804
"K393130","여",36,"19/10/98",24.133333,1,"선불","Play 300","유지","WC95",57,442.199999,300,474.000000,42,78.600000,96.420338,0,7.757895,1.580000,1.871429,399,994.799999,2.493233,1091.220337
"K393640","여",23,"13/01/96",57.800000,2,"선불","Play 300","유지","WC95",79,514.800000,297,727.200000,17,70.800000,24.274376,0,6.516456,2.448485,4.164706,393,1312.800000,3.340458,1337.074376
"K393740","남",33,"20/01/98",33.200000,7,"선불","Play 300","유지","S80",102,376.800000,53,346.200000,11,128.400000,69.539530,0,3.694118,6.532075,11.672727,166,851.400000,5.128916,920.939530
"K393890","여",52,"22/06/99",15.933333,1,"선불","Play 300","유지","WC95",32,214.800000,182,569.400001,28,94.200000,77.388844,0,6.712500,3.128571,3.364286,242,878.400001,3.629752,955.788845
"K393900","남",15,"19/07/97",39.366667,0,"선불","Play 300","유지","S80",7,65.400000,80,729.300000,73,114.500000,1.144581,0,9.342857,9.116250,1.568493,160,909.200000,5.682500,910.344581
"K393920","여",13,"07/06/98",28.600000,1,"선불","Play 300","이탈","ASAD90",35,402.600000,118,594.000000,4,24.000000,88.220991,0,11.502857,5.033898,6.000000,157,1020.600000,6.500637,1108.820991
"K394030","여",38,"26/04/98",30.000000,1,"선불","Play 300","이탈","ASAD90",31,181.200001,382,654.299999,0,0.000000,78.646065,0,5.845161,1.712827,0.000000,413,835.500000,2.023002,914.146065
"K394300","남",21,"26/05/98",29.000000,1,"선불","Play 300","유지","S80",104,356.400000,182,379.799999,8,21.000000,48.950286,0,3.426923,2.086813,2.625000,294,757.199999,2.575510,806.150285
"K394400","남",18,"07/04/96",54.966667,0,"선불","Play 300","유지","S80",8,321.000000,232,450.000000,12,40.000000,20.165973,0,40.125000,1.939655,3.333333,252,811.000000,3.218254,831.165973
"K394580","남",13,"06/08/97",38.766667,0,"선불","Play 300","유지","S80",38,270.000000,473,892.200000,46,120.000000,99.134542,0,7.105263,1.886258,2.608696,557,1282.200000,2.301975,1381.334542
"K394600","여",13,"14/01/98",33.400000,0,"선불","Play 300","유지","WC95",26,383.399998,272,553.800000,2,19.000000,17.594015,0,14.746154,2.036029,9.500000,300,956.199998,3.187333,973.794013
"K394630","여",17,"15/03/96",55.733333,0,"선불","Play 300","이탈","ASAD90",32,498.600000,222,551.400000,8,36.000000,28.688366,0,15.581250,2.483784,4.500000,262,1086.000000,4.145038,1114.688366
"K394670","남",48,"22/08/98",26.066667,3,"선불","Play 300","유지","S80",18,513.000000,308,690.300000,43,97.799999,60.158195,0,28.500000,2.241234,2.274419,369,1301.099999,3.526016,1361.258194
"K394720","남",28,"11/03/99",19.366667,2,"선불","Play 300","이탈","ASAD90",50,337.800000,128,388.200000,0,0.000000,28.902762,0,6.756000,3.032812,0.000000,178,726.000000,4.078652,754.902762
"K394820","남",13,"17/10/96",48.533333,0,"선불","Play 300","이탈","ASAD90",113,396.000000,260,588.899999,9,21.000000,99.248681,0,3.504425,2.265000,2.333333,382,1005.899999,2.633246,1105.148680
"K394920","여",35,"23/01/98",33.100000,2,"선불","Play 300","유지","CAS60",39,580.800000,327,578.700001,16,90.000000,53.431026,0,14.892308,1.769725,5.625000,382,1249.500001,3.270942,1302.931027
"K394940","남",18,"28/04/96",54.266667,0,"선불","Play 300","유지","S80",29,370.200000,180,533.100000,3,30.600000,43.810348,0,12.765517,2.961667,10.200000,212,933.900000,4.405189,977.710348
"K395030","남",20,"17/01/96",57.666667,0,"선불","Play 300","이탈","ASAD90",46,209.400000,63,444.000000,63,138.600000,63.922210,0,4.552174,7.047619,2.200000,172,792.000000,4.604651,855.922210
"K395220","여",45,"23/11/99",10.800000,0,"선불","Play 300","유지","WC95",13,369.000000,121,219.900000,4,171.000000,17.487202,0,28.384615,1.817355,42.750000,138,759.900000,5.506522,777.387202
"K395780","남",51,"09/12/98",22.433333,2,"선불","Play 300","유지","CAS60",40,298.199999,408,646.500001,16,122.399999,58.452278,0,7.455000,1.584559,7.650000,464,1067.099999,2.299784,1125.552277
"K395840","남",50,"04/12/99",10.433333,1,"선불","Play 300","이탈","ASAD90",27,401.399998,138,529.800000,25,48.600002,5.940345,0,14.866667,3.839130,1.944000,190,979.800000,5.156842,985.740345
"K396040","남",40,"22/09/96",49.366667,0,"선불","Play 300","유지","CAS60",55,381.600000,169,585.000000,5,28.799999,2.546295,0,6.938182,3.461538,5.760000,229,995.399999,4.346725,997.946294
"K396070","남",56,"15/11/96",47.566667,11,"선불","Play 300","유지","S80",33,194.400000,144,582.299999,32,124.800000,36.734017,0,5.890909,4.043750,3.900000,209,901.499999,4.313397,938.234016
"K396190","여",19,"17/08/96",50.566667,2,"선불","Play 300","이탈","ASAD90",51,158.399999,312,793.800000,35,63.000000,46.131541,0,3.105882,2.544231,1.800000,398,1015.199999,2.550754,1061.331540
